cohort,month,at_risk,events,survival,survival_mw_weighted
C15,4,148,3,0.8529411764705882,0.8121225071683711
C15,5,145,0,0.8529411764705882,0.8121225071683711
C15,6,145,0,0.8529411764705882,0.8121225071683711
C15,7,145,0,0.8529411764705882,0.8121225071683711
C15,8,145,0,0.8529411764705882,0.8121225071683711
C15,9,145,10,0.7941176470588235,0.7706229725765857
C15,10,135,27,0.6352941176470588,0.6311386140375523
C15,11,108,0,0.6352941176470588,0.6311386140375523
C15,12,108,0,0.6352941176470588,0.6311386140375523
C15,13,108,0,0.6352941176470588,0.6311386140375523
C15,14,108,0,0.6352941176470588,0.6311386140375523
C15,15,108,0,0.6352941176470588,0.6311386140375523
C15,16,108,8,0.5882352941176471,0.5645763429606945
C15,17,100,14,0.5058823529411764,0.4820856388394975
C15,18,86,0,0.5058823529411764,0.4820856388394975
C15,19,86,0,0.5058823529411764,0.4820856388394975
C15,20,0,0,,
C15,21,0,0,,
C15,22,0,0,,
C15,23,0,0,,
C15,24,0,0,,
C15,25,0,0,,
C15,26,0,0,,
C15,27,0,0,,
C15,28,0,0,,
C15,29,0,0,,
C15,30,0,0,,
C15,31,0,0,,
C15,32,0,0,,
C15,33,0,0,,
C15,34,0,0,,
C15,35,0,0,,
C15,36,0,0,,
C15,37,0,0,,
C15,38,0,0,,
C15,39,0,0,,
C15,40,0,0,,
C15,41,0,0,,
C15,42,0,0,,
C15,43,0,0,,
C15,44,0,0,,
C15,45,0,0,,
C15,46,0,0,,
C15,47,0,0,,
C15,48,0,0,,
C15,49,0,0,,
C15,50,0,0,,
C15,51,0,0,,
C15,52,0,0,,
C15,53,0,0,,
C15,54,0,0,,
C15,55,0,0,,
C15,56,0,0,,
C15,57,0,0,,
C15,58,0,0,,
C15,59,0,0,,
C15,60,0,0,,
C15,61,0,0,,
C15,62,0,0,,
C15,63,0,0,,
C15,64,0,0,,
C15,65,0,0,,
C15,66,0,0,,
C15,67,0,0,,
C15,68,0,0,,
C15,69,0,0,,
C15,70,0,0,,
C15,71,0,0,,
C15,72,0,0,,
C15,73,0,0,,
C15,74,0,0,,
C15,75,0,0,,
C15,76,0,0,,
C15,77,0,0,,
C15,78,0,0,,
C15,79,0,0,,
C15,80,0,0,,
C15,81,0,0,,
C15,82,0,0,,
C15,83,0,0,,
C15,84,0,0,,
C15,85,0,0,,
C15,86,0,0,,
C15,87,0,0,,
C15,88,0,0,,
C15,89,0,0,,
C15,90,0,0,,
C15,91,0,0,,
C15,92,0,0,,
C15,93,0,0,,
C15,94,0,0,,
C15,95,0,0,,
C15,96,0,0,,
C15,97,0,0,,
C15,98,0,0,,
C15,99,0,0,,
C15,100,0,0,,
C15,101,0,0,,
C15,102,0,0,,
C15,103,0,0,,
C15,104,0,0,,
C15,105,0,0,,
C15,106,0,0,,
C15,107,0,0,,
C15,108,0,0,,
C15,109,0,0,,
C15,110,0,0,,
C15,111,0,0,,
C15,112,0,0,,
C15,113,0,0,,
C15,114,0,0,,
C15,115,0,0,,
C15,116,0,0,,
C15,117,0,0,,
C15,118,0,0,,
C15,119,0,0,,
C15,120,0,0,,
C13-C15 standalone storage,0,357,0,1.0,1.0
C13-C15 standalone storage,1,357,0,1.0,1.0
C13-C15 standalone storage,2,357,9,0.9747899159663865,0.9680148542123012
C13-C15 standalone storage,3,348,19,0.9215686274509803,0.9252284725449486
C13-C15 standalone storage,4,329,6,0.9047619047619048,0.907092458770594
C13-C15 standalone storage,5,323,8,0.8823529411764707,0.8870685023537855
C13-C15 standalone storage,6,315,0,0.8823529411764707,0.8870685023537855
C13-C15 standalone storage,7,315,0,0.8823529411764707,0.8870685023537855
C13-C15 standalone storage,8,315,0,0.8823529411764707,0.8870685023537855
C13-C15 standalone storage,9,315,5,0.8683473389355744,0.8679220898436898
C13-C15 standalone storage,10,310,18,0.8179271708683474,0.8129149785469767
C13-C15 standalone storage,11,292,8,0.7955182072829132,0.7935441275346793
C13-C15 standalone storage,12,284,5,0.7815126050420169,0.7825881248205689
C13-C15 standalone storage,13,279,3,0.7731092436974791,0.7751422977333094
C13-C15 standalone storage,14,276,0,0.7731092436974791,0.7751422977333094
C13-C15 standalone storage,15,276,0,0.7731092436974791,0.7751422977333094
C13-C15 standalone storage,16,276,7,0.7535014005602242,0.7404870783521194
C13-C15 standalone storage,17,269,11,0.7226890756302522,0.7001945169142068
C13-C15 standalone storage,18,258,0,0.7226890756302522,0.7001945169142068
C13-C15 standalone storage,19,258,24,0.6554621848739497,0.6353467878010548
C13-C15 standalone storage,20,204,31,0.5558576371725161,0.5576031546404318
C13-C15 standalone storage,21,173,18,0.4980227385071676,0.49217409274317625
C13-C15 standalone storage,22,155,0,0.4980227385071676,0.49217409274317625
C13-C15 standalone storage,23,155,0,0.4980227385071676,0.49217409274317625
C13-C15 standalone storage,24,155,0,0.4980227385071676,0.49217409274317625
C13-C15 standalone storage,25,155,0,0.4980227385071676,0.49217409274317625
C13-C15 standalone storage,26,155,0,0.4980227385071676,0.49217409274317625
C13-C15 standalone storage,27,155,0,0.4980227385071676,0.49217409274317625
C13-C15 standalone storage,28,155,0,0.4980227385071676,0.49217409274317625
C13-C15 standalone storage,29,155,0,0.4980227385071676,0.49217409274317625
C13-C15 standalone storage,30,155,0,0.4980227385071676,0.49217409274317625
C13-C15 standalone storage,31,155,0,0.4980227385071676,0.49217409274317625
C13-C15 standalone storage,32,155,0,0.4980227385071676,0.49217409274317625
C13-C15 standalone storage,33,155,0,0.4980227385071676,0.49217409274317625
C13-C15 standalone storage,34,155,0,0.4980227385071676,0.49217409274317625
C13-C15 standalone storage,35,155,2,0.4915966386554622,0.48711677394918546
C13-C15 standalone storage,36,153,1,0.4883835887296095,0.4858524442506878
C13-C15 standalone storage,37,152,3,0.47874443895205143,0.4792779298184998
C13-C15 standalone storage,38,149,1,0.47553138902619874,0.4761171055722556
C13-C15 standalone storage,39,148,8,0.44982698961937717,0.45610896166055975
C13-C15 standalone storage,40,140,1,0.4466139396935245,0.4535803022635644
C13-C15 standalone storage,41,139,0,0.4466139396935245,0.4535803022635644
C13-C15 standalone storage,42,139,0,0.4466139396935245,0.4535803022635644
C13-C15 standalone storage,43,139,2,0.4401878398418191,0.4459943240725782
C13-C15 standalone storage,44,137,4,0.4273356401384083,0.4353006234826848
C13-C15 standalone storage,45,133,1,0.4241225902125556,0.4340223861575036
C13-C15 standalone storage,46,132,1,0.4209095402867029,0.4289650673635128
C13-C15 standalone storage,47,131,1,0.4176964903608502,0.42770073766501515
C13-C15 standalone storage,48,130,2,0.4112703905091448,0.4220113804547454
C13-C15 standalone storage,49,128,0,0.4112703905091448,0.4220113804547454
C13-C15 standalone storage,50,128,1,0.4080573405832921,0.42073187879986573
C13-C15 standalone storage,51,127,1,0.40484429065743943,0.419467549101368
C13-C15 standalone storage,52,126,8,0.37913989125061787,0.38280198784493497
C13-C15 standalone storage,53,118,6,0.3598615916955017,0.3697035321684989
C13-C15 standalone storage,54,112,3,0.3502224419179436,0.3556062560302496
C13-C15 standalone storage,55,109,7,0.32773109243697474,0.33284832145729115
C13-C15 standalone storage,56,102,0,0.32773109243697474,0.33284832145729115
C13-C15 standalone storage,57,102,1,0.32451804251112204,0.3303196620602958
C13-C15 standalone storage,58,101,4,0.31166584280771126,0.32147946880839995
C13-C15 standalone storage,59,97,0,0.31166584280771126,0.32147946880839995
C13-C15 standalone storage,60,97,8,0.2859614434008897,0.29859510126559174
C13-C15 standalone storage,61,89,6,0.2666831438457736,0.2808944854866241
C13-C15 standalone storage,62,83,7,0.24419179436480473,0.2585834914620846
C13-C15 standalone storage,63,76,3,0.23455264458724664,0.25289400781884497
C13-C15 standalone storage,64,73,1,0.23133959466139395,0.24973318357260074
C13-C15 standalone storage,65,72,1,0.22812654473554125,0.24846885387410303
C13-C15 standalone storage,66,13,0,0.22812654473554125,0.24846885387410303
C13-C15 standalone storage,67,13,0,0.22812654473554125,0.24846885387410303
C13-C15 standalone storage,68,13,0,0.22812654473554125,0.24846885387410303
C13-C15 standalone storage,69,13,1,0.21057834898665348,0.21882933187886827
C13-C15 standalone storage,70,12,1,0.19303015323776568,0.20252759478148913
C13-C15 standalone storage,71,11,0,0.19303015323776568,0.20252759478148913
C13-C15 standalone storage,72,11,0,0.19303015323776568,0.20252759478148913
C13-C15 standalone storage,73,11,1,0.17548195748887788,0.19882265453208478
C13-C15 standalone storage,74,10,0,0.17548195748887788,0.19882265453208478
C13-C15 standalone storage,75,10,1,0.1579337617399901,0.18029795328506304
C13-C15 standalone storage,76,9,0,0.1579337617399901,0.18029795328506304
C13-C15 standalone storage,77,9,0,0.1579337617399901,0.18029795328506304
C13-C15 standalone storage,78,0,0,,
C13-C15 standalone storage,79,0,0,,
C13-C15 standalone storage,80,0,0,,
C13-C15 standalone storage,81,0,0,,
C13-C15 standalone storage,82,0,0,,
C13-C15 standalone storage,83,0,0,,
C13-C15 standalone storage,84,0,0,,
C13-C15 standalone storage,85,0,0,,
C13-C15 standalone storage,86,0,0,,
C13-C15 standalone storage,87,0,0,,
C13-C15 standalone storage,88,0,0,,
C13-C15 standalone storage,89,0,0,,
C13-C15 standalone storage,90,0,0,,
C13-C15 standalone storage,91,0,0,,
C13-C15 standalone storage,92,0,0,,
C13-C15 standalone storage,93,0,0,,
C13-C15 standalone storage,94,0,0,,
C13-C15 standalone storage,95,0,0,,
C13-C15 standalone storage,96,0,0,,
C13-C15 standalone storage,97,0,0,,
C13-C15 standalone storage,98,0,0,,
C13-C15 standalone storage,99,0,0,,
C13-C15 standalone storage,100,0,0,,
C13-C15 standalone storage,101,0,0,,
C13-C15 standalone storage,102,0,0,,
C13-C15 standalone storage,103,0,0,,
C13-C15 standalone storage,104,0,0,,
C13-C15 standalone storage,105,0,0,,
C13-C15 standalone storage,106,0,0,,
C13-C15 standalone storage,107,0,0,,
C13-C15 standalone storage,108,0,0,,
C13-C15 standalone storage,109,0,0,,
C13-C15 standalone storage,110,0,0,,
C13-C15 standalone storage,111,0,0,,
C13-C15 standalone storage,112,0,0,,
C13-C15 standalone storage,113,0,0,,
C13-C15 standalone storage,114,0,0,,
C13-C15 standalone storage,115,0,0,,
C13-C15 standalone storage,116,0,0,,
C13-C15 standalone storage,117,0,0,,
C13-C15 standalone storage,118,0,0,,
C13-C15 standalone storage,119,0,0,,
C13-C15 standalone storage,120,0,0,,
C13-C15 solar+storage,0,252,0,1.0,1.0
C13-C15 solar+storage,1,252,0,1.0,1.0
C13-C15 solar+storage,2,252,8,0.9682539682539683,0.9648581282592175
C13-C15 solar+storage,3,244,11,0.9246031746031746,0.9148323312688867
C13-C15 solar+storage,4,233,4,0.9087301587301587,0.8998246309417802
C13-C15 solar+storage,5,229,4,0.8928571428571428,0.8860675367694393
C13-C15 solar+storage,6,225,1,0.8888888888888888,0.8820029407639749
C13-C15 solar+storage,7,224,0,0.8888888888888888,0.8820029407639749
C13-C15 solar+storage,8,224,1,0.8849206349206349,0.8807522958392165
C13-C15 solar+storage,9,223,3,0.8730158730158729,0.8745115776646728
C13-C15 solar+storage,10,220,6,0.8492063492063492,0.8444960994704743
C13-C15 solar+storage,11,214,10,0.8095238095238095,0.8109788154869527
C13-C15 solar+storage,12,204,10,0.7698412698412698,0.7655804047182276
C13-C15 solar+storage,13,194,8,0.738095238095238,0.7213701066280228
C13-C15 solar+storage,14,186,0,0.738095238095238,0.7213701066280228
C13-C15 solar+storage,15,186,0,0.738095238095238,0.7213701066280228
C13-C15 solar+storage,16,186,2,0.7301587301587301,0.7047365291287379
C13-C15 solar+storage,17,184,2,0.7222222222222221,0.6968574661027608
C13-C15 solar+storage,18,182,0,0.7222222222222221,0.6968574661027608
C13-C15 solar+storage,19,182,21,0.6388888888888887,0.6404158706535795
C13-C15 solar+storage,20,125,22,0.5264444444444444,0.5523534216991773
C13-C15 solar+storage,21,103,6,0.4957777777777777,0.5347477690549549
C13-C15 solar+storage,22,97,2,0.48555555555555546,0.5168002590778349
C13-C15 solar+storage,23,95,0,0.48555555555555546,0.5168002590778349
C13-C15 solar+storage,24,95,0,0.48555555555555546,0.5168002590778349
C13-C15 solar+storage,25,95,0,0.48555555555555546,0.5168002590778349
C13-C15 solar+storage,26,95,0,0.48555555555555546,0.5168002590778349
C13-C15 solar+storage,27,95,0,0.48555555555555546,0.5168002590778349
C13-C15 solar+storage,28,95,1,0.48044444444444434,0.5157746870791423
C13-C15 solar+storage,29,94,0,0.48044444444444434,0.5157746870791423
C13-C15 solar+storage,30,94,0,0.48044444444444434,0.5157746870791423
C13-C15 solar+storage,31,94,0,0.48044444444444434,0.5157746870791423
C13-C15 solar+storage,32,94,0,0.48044444444444434,0.5157746870791423
C13-C15 solar+storage,33,94,0,0.48044444444444434,0.5157746870791423
C13-C15 solar+storage,34,94,0,0.48044444444444434,0.5157746870791423
C13-C15 solar+storage,35,94,1,0.4753333333333333,0.5115014704179233
C13-C15 solar+storage,36,93,1,0.47022222222222215,0.5111596130850258
C13-C15 solar+storage,37,92,1,0.46511111111111103,0.5098776480866601
C13-C15 solar+storage,38,91,0,0.46511111111111103,0.5098776480866601
C13-C15 solar+storage,39,91,2,0.4548888888888888,0.5045788594267485
C13-C15 solar+storage,40,89,0,0.4548888888888888,0.5045788594267485
C13-C15 solar+storage,41,89,0,0.4548888888888888,0.5045788594267485
C13-C15 solar+storage,42,89,0,0.4548888888888888,0.5045788594267485
C13-C15 solar+storage,43,89,1,0.44977777777777767,0.5020149294300171
C13-C15 solar+storage,44,88,1,0.44466666666666654,0.4883406361141162
C13-C15 solar+storage,45,87,0,0.44466666666666654,0.4883406361141162
C13-C15 solar+storage,46,87,0,0.44466666666666654,0.4883406361141162
C13-C15 solar+storage,47,87,1,0.4395555555555554,0.4863749564499555
C13-C15 solar+storage,48,86,1,0.4344444444444443,0.4826999901213071
C13-C15 solar+storage,49,85,0,0.4344444444444443,0.4826999901213071
C13-C15 solar+storage,50,85,1,0.42933333333333323,0.4750082001311128
C13-C15 solar+storage,51,84,0,0.42933333333333323,0.4750082001311128
C13-C15 solar+storage,52,84,2,0.419111111111111,0.4688547681389574
C13-C15 solar+storage,53,82,1,0.41399999999999987,0.4661199094757772
C13-C15 solar+storage,54,81,1,0.40888888888888875,0.4592827628178267
C13-C15 solar+storage,55,80,0,0.40888888888888875,0.4592827628178267
C13-C15 solar+storage,56,80,0,0.40888888888888875,0.4592827628178267
C13-C15 solar+storage,57,80,0,0.40888888888888875,0.4592827628178267
C13-C15 solar+storage,58,80,0,0.40888888888888875,0.4592827628178267
C13-C15 solar+storage,59,80,2,0.3986666666666665,0.4543258314908126
C13-C15 solar+storage,60,78,2,0.38844444444444426,0.43766028651205835
C13-C15 solar+storage,61,76,4,0.3679999999999998,0.418516275869797
C13-C15 solar+storage,62,72,0,0.3679999999999998,0.418516275869797
C13-C15 solar+storage,63,72,1,0.36288888888888876,0.3843305425800446
C13-C15 solar+storage,64,71,0,0.36288888888888876,0.3843305425800446
C13-C15 solar+storage,65,71,0,0.36288888888888876,0.3843305425800446
C13-C15 solar+storage,66,27,0,0.36288888888888876,0.3843305425800446
C13-C15 solar+storage,67,27,2,0.3360082304526748,0.35733558801021087
C13-C15 solar+storage,68,25,0,0.3360082304526748,0.35733558801021087
C13-C15 solar+storage,69,25,0,0.3360082304526748,0.35733558801021087
C13-C15 solar+storage,70,25,0,0.3360082304526748,0.35733558801021087
C13-C15 solar+storage,71,25,0,0.3360082304526748,0.35733558801021087
C13-C15 solar+storage,72,25,0,0.3360082304526748,0.35733558801021087
C13-C15 solar+storage,73,25,0,0.3360082304526748,0.35733558801021087
C13-C15 solar+storage,74,24,0,0.3360082304526748,0.35733558801021087
C13-C15 solar+storage,75,24,1,0.3220078875171467,0.3518326674175437
C13-C15 solar+storage,76,23,0,0.3220078875171467,0.3518326674175437
C13-C15 solar+storage,77,23,0,0.3220078875171467,0.3518326674175437
C13-C15 solar+storage,78,1,0,,
C13-C15 solar+storage,79,1,0,,
C13-C15 solar+storage,80,1,0,,
C13-C15 solar+storage,81,1,0,,
C13-C15 solar+storage,82,1,0,,
C13-C15 solar+storage,83,1,0,,
C13-C15 solar+storage,84,1,0,,
C13-C15 solar+storage,85,1,0,,
C13-C15 solar+storage,86,1,0,,
C13-C15 solar+storage,87,1,0,,
C13-C15 solar+storage,88,1,0,,
C13-C15 solar+storage,89,1,0,,
C13-C15 solar+storage,90,1,0,,
C13-C15 solar+storage,91,1,0,,
C13-C15 solar+storage,92,1,0,,
C13-C15 solar+storage,93,1,0,,
C13-C15 solar+storage,94,1,0,,
C13-C15 solar+storage,95,1,0,,
C13-C15 solar+storage,96,1,0,,
C13-C15 solar+storage,97,1,0,,
C13-C15 solar+storage,98,1,0,,
C13-C15 solar+storage,99,1,0,,
C13-C15 solar+storage,100,1,0,,
C13-C15 solar+storage,101,1,0,,
C13-C15 solar+storage,102,1,0,,
C13-C15 solar+storage,103,1,0,,
C13-C15 solar+storage,104,1,0,,
C13-C15 solar+storage,105,1,0,,
C13-C15 solar+storage,106,1,0,,
C13-C15 solar+storage,107,1,0,,
C13-C15 solar+storage,108,1,0,,
C13-C15 solar+storage,109,1,0,,
C13-C15 solar+storage,110,1,0,,
C13-C15 solar+storage,111,1,0,,
C13-C15 solar+storage,112,1,0,,
C13-C15 solar+storage,113,1,0,,
C13-C15 solar+storage,114,1,0,,
C13-C15 solar+storage,115,1,0,,
C13-C15 solar+storage,116,1,0,,
C13-C15 solar+storage,117,1,0,,
C13-C15 solar+storage,118,1,0,,
C13-C15 solar+storage,119,1,0,,
C13-C15 solar+storage,120,1,0,,
C13-C15 other,0,67,0,1.0,1.0
C13-C15 other,1,67,0,1.0,1.0
C13-C15 other,2,67,1,0.9850746268656716,0.9969346976070607
C13-C15 other,3,66,3,0.9402985074626866,0.9720720298979296
C13-C15 other,4,63,1,0.9253731343283583,0.961343471522642
C13-C15 other,5,62,0,0.9253731343283583,0.961343471522642
C13-C15 other,6,62,0,0.9253731343283583,0.961343471522642
C13-C15 other,7,62,0,0.9253731343283583,0.961343471522642
C13-C15 other,8,62,0,0.9253731343283583,0.961343471522642
C13-C15 other,9,62,2,0.8955223880597016,0.9567455179332329
C13-C15 other,10,60,3,0.8507462686567165,0.9365145221398332
C13-C15 other,11,57,5,0.7761194029850746,0.842214478914165
C13-C15 other,12,52,3,0.7313432835820896,0.7456556143551397
C13-C15 other,13,49,0,0.7313432835820896,0.7456556143551397
C13-C15 other,14,49,0,0.7313432835820896,0.7456556143551397
C13-C15 other,15,49,0,0.7313432835820896,0.7456556143551397
C13-C15 other,16,49,0,0.7313432835820896,0.7456556143551397
C13-C15 other,17,49,1,0.7164179104477612,0.7318617535869126
C13-C15 other,18,48,0,0.7164179104477612,0.7318617535869126
C13-C15 other,19,48,1,0.7014925373134328,0.7272637999975036
C13-C15 other,20,27,0,0.7014925373134328,0.7272637999975036
C13-C15 other,21,27,6,0.5456053067993366,0.5512094281844446
C13-C15 other,22,21,1,0.5196241017136539,0.5315486536313592
C13-C15 other,23,20,0,0.5196241017136539,0.5315486536313592
C13-C15 other,24,20,0,0.5196241017136539,0.5315486536313592
C13-C15 other,25,20,0,0.5196241017136539,0.5315486536313592
C13-C15 other,26,20,0,0.5196241017136539,0.5315486536313592
C13-C15 other,27,20,0,0.5196241017136539,0.5315486536313592
C13-C15 other,28,20,0,0.5196241017136539,0.5315486536313592
C13-C15 other,29,20,0,0.5196241017136539,0.5315486536313592
C13-C15 other,30,20,0,0.5196241017136539,0.5315486536313592
C13-C15 other,31,20,0,0.5196241017136539,0.5315486536313592
C13-C15 other,32,20,0,0.5196241017136539,0.5315486536313592
C13-C15 other,33,20,0,0.5196241017136539,0.5315486536313592
C13-C15 other,34,20,0,0.5196241017136539,0.5315486536313592
C13-C15 other,35,20,0,0.5196241017136539,0.5315486536313592
C13-C15 other,36,20,1,0.4936428966279712,0.5302077888068387
C13-C15 other,37,19,0,0.4936428966279712,0.5302077888068387
C13-C15 other,38,19,2,0.4416804864566058,0.4397682258626457
C13-C15 other,39,17,0,0.4416804864566058,0.4397682258626457
C13-C15 other,40,17,0,0.4416804864566058,0.4397682258626457
C13-C15 other,41,17,0,0.4416804864566058,0.4397682258626457
C13-C15 other,42,17,0,0.4416804864566058,0.4397682258626457
C13-C15 other,43,17,1,0.4156992813709231,0.41593705499721867
C13-C15 other,44,16,2,0.3637368711995577,0.35498865388265377
C13-C15 other,45,14,0,0.3637368711995577,0.35498865388265377
C13-C15 other,46,14,0,0.3637368711995577,0.35498865388265377
C13-C15 other,47,14,0,0.3637368711995577,0.35498865388265377
C13-C15 other,48,14,0,0.3637368711995577,0.35498865388265377
C13-C15 other,49,14,1,0.33775566611387503,0.3098329665356003
C13-C15 other,50,13,0,0.33775566611387503,0.3098329665356003
C13-C15 other,51,13,0,0.33775566611387503,0.3098329665356003
C13-C15 other,52,13,3,0.2598120508568269,0.1902954572528408
C13-C15 other,53,10,0,0.2598120508568269,0.1902954572528408
C13-C15 other,54,10,0,0.2598120508568269,0.1902954572528408
C13-C15 other,55,10,0,0.2598120508568269,0.1902954572528408
C13-C15 other,56,10,0,0.2598120508568269,0.1902954572528408
C13-C15 other,57,10,0,0.2598120508568269,0.1902954572528408
C13-C15 other,58,10,0,0.2598120508568269,0.1902954572528408
C13-C15 other,59,10,0,0.2598120508568269,0.1902954572528408
C13-C15 other,60,10,0,0.2598120508568269,0.1902954572528408
C13-C15 other,61,10,0,0.2598120508568269,0.1902954572528408
C13-C15 other,62,10,0,0.2598120508568269,0.1902954572528408
C13-C15 other,63,10,0,0.2598120508568269,0.1902954572528408
C13-C15 other,64,10,0,0.2598120508568269,0.1902954572528408
C13-C15 other,65,10,0,0.2598120508568269,0.1902954572528408
C13-C15 other,66,7,0,0.2598120508568269,0.1902954572528408
C13-C15 other,67,7,0,0.2598120508568269,0.1902954572528408
C13-C15 other,68,7,0,0.2598120508568269,0.1902954572528408
C13-C15 other,69,7,0,0.2598120508568269,0.1902954572528408
C13-C15 other,70,7,0,0.2598120508568269,0.1902954572528408
C13-C15 other,71,7,0,0.2598120508568269,0.1902954572528408
C13-C15 other,72,7,0,0.2598120508568269,0.1902954572528408
C13-C15 other,73,6,0,0.2598120508568269,0.1902954572528408
C13-C15 other,74,6,0,0.2598120508568269,0.1902954572528408
C13-C15 other,75,6,0,0.2598120508568269,0.1902954572528408
C13-C15 other,76,6,0,0.2598120508568269,0.1902954572528408
C13-C15 other,77,6,0,0.2598120508568269,0.1902954572528408
C13-C15 other,78,0,0,,
C13-C15 other,79,0,0,,
C13-C15 other,80,0,0,,
C13-C15 other,81,0,0,,
C13-C15 other,82,0,0,,
C13-C15 other,83,0,0,,
C13-C15 other,84,0,0,,
C13-C15 other,85,0,0,,
C13-C15 other,86,0,0,,
C13-C15 other,87,0,0,,
C13-C15 other,88,0,0,,
C13-C15 other,89,0,0,,
C13-C15 other,90,0,0,,
C13-C15 other,91,0,0,,
C13-C15 other,92,0,0,,
C13-C15 other,93,0,0,,
C13-C15 other,94,0,0,,
C13-C15 other,95,0,0,,
C13-C15 other,96,0,0,,
C13-C15 other,97,0,0,,
C13-C15 other,98,0,0,,
C13-C15 other,99,0,0,,
C13-C15 other,100,0,0,,
C13-C15 other,101,0,0,,
C13-C15 other,102,0,0,,
C13-C15 other,103,0,0,,
C13-C15 other,104,0,0,,
C13-C15 other,105,0,0,,
C13-C15 other,106,0,0,,
C13-C15 other,107,0,0,,
C13-C15 other,108,0,0,,
C13-C15 other,109,0,0,,
C13-C15 other,110,0,0,,
C13-C15 other,111,0,0,,
C13-C15 other,112,0,0,,
C13-C15 other,113,0,0,,
C13-C15 other,114,0,0,,
C13-C15 other,115,0,0,,
C13-C15 other,116,0,0,,
C13-C15 other,117,0,0,,
C13-C15 other,118,0,0,,
C13-C15 other,119,0,0,,
C13-C15 other,120,0,0,,
