node_key,poi_base,lat,lon,osm_name,geo_score,geo_method
KASSON,KASSON,37.7457866,-121.3413843,Kasson Substation,1.0,exact
SCE PORTION OF ELDORADO,SCE PORTION OF ELDORADO SUBSTATION,,,,0.52,none
HASSAYAMPA COMMON,HASSAYAMPA COMMON BUS,,,,0.5,none
FINK,FINK SW STA,37.4104545,-121.1725447,Fink Switching Station,1.0,exact
CORTINA,CORTINA,39.1206016,-122.2231973,Cortina Substation,1.0,exact
VALLEY SPRINGS,VALLEY SPRINGS,,,,0.6,none
SCHULTE,SCHULTE,37.710439,-121.4899411,Schulte Switching Station,1.0,exact
DELEVAN CORTINA,DELEVAN-CORTINA,39.24440525,-122.2463327,Delevan Substation | Cortina Substation,1.0,line-midpoint
SANGER,SANGER,36.7083453,-119.6112851,Sanger Substation,1.0,exact
HOODOO WASH NORTH GILA,HOODOO WASH - NORTH GILA,32.7456924,-114.4912811,North Gila Substation,0.7,line-one-end
ROADWAY,ROADWAY SUBSTATION,,,,0.93,none
ORO LOMA,ORO LOMA,,,,0.71,none
HINSON,HINSON SUBSTATION,33.8190324,-118.2223341,Hinson Substation,1.0,exact
WILSON,WILSON,37.2925967,-120.4075244,Wilson Substation,1.0,exact
LOS BANOS PANOCHE,LOS BANOS-PANOCHE #1,36.8526596,-120.80105234999999,Los Banos Substation | Panoche Substation,1.0,line-midpoint
BORDEN,BORDEN SUBSTATION,,,,0.73,none
GREEN VALLEY,GREEN VALLEY,36.9520512,-121.7604186,Green Valley Substation,1.0,exact
LOCKEFORD,LOCKEFORD,38.1177245,-121.160115,Lockeford Substation,1.0,exact
LAMONT,LAMONT,,,,0.86,none
NEWARK,NEWARK SUBSTATION,37.5008218,-121.9865669,Newark Substation,1.0,exact
MENDOTA,MENDOTA SUBSTATION,,,,0.62,none
VINCENT PEARBLOSSOM,VINCENT - PEARBLOSSOM,34.4859441,-118.1196772,Vincent Substation,0.7,line-one-end
TESLA MANTECA VIA SCHULTE,TESLA-MANTECA,37.7564996,-121.39450479999999,Tesla Substation | Manteca Substation,1.0,line-midpoint
SLOAN CANYON,SLOAN CANYON SWITCHING STATION,35.8336156,-115.0115455,Sloan Canyon Switchyard,1.0,exact
EXCELSIOR,EXCELSIOR,,,,0.57,none
HENRIETTA,HENRIETTA,36.2421264,-119.9028971,Henrietta Substation,1.0,exact
COBURN BASIC ENERGY,COBURN-BASIC ENERGY,,,,0.73,none
MARGARITA,MARGARITA,33.5497273,-117.6280692,Margarita Substation,1.0,exact
LLAGAS GILROY FOODS,LLAGAS-GILROY FOODS,37.0072605,-121.5573635,Llagas Substation,0.7,line-one-end
FULTON,FULTON,38.4977484,-122.7605687,Fulton Substation,1.0,exact
PANOCHE,PANOCHE SUBSTATION,36.6523145,-120.5815969,Panoche Substation,1.0,exact
CRAZY HORSE CANYON HOLLISTER,CRAZY HORSE CANYON-HOLLISTER,36.8627977,-121.4062132,Hollister Substation,0.7,line-one-end
KERN,KERN PP,,,,0.8,none
VIERRA,VIERRA,37.7978669,-121.2741906,Vierra Substation,1.0,exact
JOHANNA,JOHANNA SUBSTATION,33.7132628,-117.8526051,Johanna Substation,1.0,exact
TALEGA,TALEGA SUBSTATION,33.4532061,-117.5714849,Talega Substation,1.0,exact
MIDWAY WHEELER RIDGE,MIDWAY-WHEELER RIDGE #2,35.2460173,-119.21406175,Midway Substation | Wheeler Ridge Substation,1.0,line-midpoint
COTTLE,COTTLE,37.7725291,-120.8264774,Cottle Substation,1.0,exact
SANTA TERESA,SANTA TERESA,37.2386068,-121.7907606,Santa Teresa Substation,1.0,exact
TRANQUILLITY,TRANQUILLITY SW STA,,,,0.63,none
CAYETANO,CAYETANO SUBSTATION,37.7385208,-121.7712233,Cayetano Substation,1.0,exact
SHAFTER,SHAFTER,,,,0.77,none
RIPON,RIPON,37.7555913,-121.146377,Ripon Substation,1.0,exact
KELSO TESLA,KELSO-TESLA TAP,37.754738700000004,-121.58397225,Kelso Substation | Tesla Substation,1.0,line-midpoint
CARRIZO GORGE,CARRIZO GORGE SWITCHYARD,,,,0.58,none
DELTA SWITCHING YARD TESLA,DELTA SWITCHING YARD-TESLA,37.7120521,-121.5647373,Tesla Substation,0.7,line-one-end
MERCY SPRINGS,MERCY SPRINGS,,,,0.72,none
HELM KERMAN,HELM-KERMAN,,,,0.67,none
CRESCENT,CRESCENT,,,,0.77,none
LAKEVIEW,LAKEVIEW,,,,0.82,none
AVOCADO,AVOCADO SUBSTATION,33.3845762,-117.2369944,Avocado Substation,1.0,exact
NEENACH BAILEY,NEENACH-BAILEY,34.7766122,-118.7746647,Bailey Substation,0.7,line-one-end
PANOCHE SCHINDLER AND,PANOCHE-SCHINDLER #1 AND #2,36.6523145,-120.5815969,Panoche Substation,0.7,line-one-end
GEYSERS CLOVERDALE,GEYSERS #3-CLOVERDALE,,,,0.77,none
GEYSERS FULTON,GEYSERS #17-FULTON,38.4977484,-122.7605687,Fulton Substation,0.7,line-one-end
KEN OKJ,KEN-OKJ,,,,0.75,none
GOLD HILL,GOLD HILL,38.6575814,-121.1368126,Gold Hill Substation,1.0,exact
GREENLEAF,GREENLEAF #1,39.0524925,-121.6919536,Greenleaf Substation,1.0,exact
HENRIETTA LEMOORE NAS,HENRIETTA-LEMOORE NAS,36.2421264,-119.9028971,Henrietta Substation,0.7,line-one-end
TAFT CUYAMA,TAFT-CUYAMA #1,,,,0.6,none
MIDWAY TEMBLOR,MIDWAY TEMBLOR,,,,0.6,none
ESCONDIDO,ESCONDIDO SUBSTATION,33.1257327,-117.1167373,Escondido Substation,1.0,exact
GIFFEN,GIFFEN SUBSTATION,,,,0.6,none
TULUCAY,TULUCAY,38.2478308,-122.2679071,Tulucay Substation,1.0,exact
BELRIDGE TEMBLOR,BELRIDGE - TEMBLOR,,,,0.77,none
HENRIETTA TULARE LAKE,HENRIETTA-TULARE LAKE,36.2421264,-119.9028971,Henrietta Substation,0.7,line-one-end
SALADO NEWMAN,SALADO - NEWMAN,37.368649500000004,-121.0811868,Salado Substation | Newman Substation,1.0,line-midpoint
ALTAMONT MIDWAY,ALTAMONT MIDWAY,,,,0.57,none
VOTA SOUTH,VOTA-SOUTH,,,,0.75,none
VOLTA SOUTH,VOLTA-SOUTH,,,,0.73,none
ON WOODLAND DAVIS,,,,,0.0,none
ON MARICOPA COPUS,TAP ON MARICOPA-COPUS LINE,,,,0.67,none
OMEC INTERCONNECTION,OMEC INTERCONNECTION SUBSTATION,,,,0.55,none
ORO LOMA CANAL,ORO LOMA-CANAL,,,,0.71,none
ORO LOMA PANOCHE,ORO LOMA - PANOCHE,36.6523145,-120.5815969,Panoche Substation,0.7,line-one-end
OLIVE SWITCHING,OLIVE SWITCHING SUBSTATION,,,,0.52,none
ORO LOMA EL NIDO,ORO LOMA-EL NIDO,,,,0.71,none
ORO LOMA MENDOTA,ORO LOMA-MENDOTA,,,,0.71,none
OTAY,OTAY SUBSTATION,32.5953414,-117.0577002,Otay Substation,1.0,exact
PENDLETON,PENDLETON SUB,,,,0.67,none
PG E ARCO,PG&E ARCO SUBSTATION,,,,0.62,none
PG E ARMSTRONG AT INTERSECTION OF S 11TH AVE AND IDAHO AVENUE HANFORD CA,PG&E ARMSTRONG,,,,0.44,none
PG E CORCORAN GUERNSEY,PG&E CORCORAN-GUERNSEY,,,,0.76,none
PG E KEARNEY,PG&E KEARNEY SUB,,,,0.5,none
PG E KERN OIL VEDDER,PG&E KERN OIL-VEDDER,,,,0.73,none
PG E MARTIN,PG&E MARTIN SUBSTATION,,,,0.71,none
PG E MIDWAY WHEELER RIDGE,PG&E MIDWAY WHEELER RIDGE,,,,0.68,none
PEASE,PEASE,39.1698803,-121.6610022,Pease Substation,1.0,exact
PIERCY,PIERCY,37.2689282,-121.7873391,Piercy Substation,1.0,exact
PISGAH LUGO,PISGAH-LUGO,34.5737521,-116.87704595,Pisgah Switchyard | Lugo Substation,1.0,line-midpoint
PIT 1 COTTONWOOD,PIT 1-COTTONWOOD,40.3979023,-122.2642981,Cottonwood Substation,0.7,line-one-end
PIT PIT,PIT#1-PIT#3,,,,0.57,none
PIT RIVER 1 COTTONWOOD,PIT RIVER 1-COTTONWOOD,40.3979023,-122.2642981,Cottonwood Substation,0.7,line-one-end
PIT ROUND MOUNTAIN,PIT #3 ROUND MOUNTAIN,,,,0.88,none
PITTSBURG KIRKER COLUMBIA STEEL,PITTSBURG-KIRKER-COLUMBIA STEEL,38.02886455,-121.90094425,Pittsburg Substation | Kirker Substation,1.0,line-midpoint
PITTSBURGH,PITTSBURGH SUBSTATION,,,,0.95,none
PG E VALLEY SPRINGS FROM VALLEY SPRINGS TO LOCKFORD,PG&E VALLEY SPRINGS #2,,,,0.48,none
OTAY MESA ENERGY CENTER,OTAY MESA ENERGY CENTER,,,,0.41,none
OXBOW,OXBOW,,,,0.5,none
PALA,PALA,,,,0.67,none
PALA LILAC,PALA - LILAC,33.2533269,-117.0858841,Lilac Substation,0.7,line-one-end
PALERMO,PALERMO,39.4542547,-121.5178277,Palermo Substation,1.0,exact
PALO VERDE DEVERS,PALO VERDE DEVERS #2 LINE,,,,0.52,none
PALOMAR ENERGY,PALOMAR ENERGY SWITCHYARD,,,,0.62,none
PANOCHE MENDOTA,PANOCHE-MENDOTA,36.6523145,-120.5815969,Panoche Substation,0.7,line-one-end
PENASQUISTOS OLD TOWN TRANSMISSION,PENASQUISTOS OLD TOWN,,,,0.55,none
PANOCHE SCHINDLER,PANOCHE-SCHINDLER #1 & #2,36.6523145,-120.5815969,Panoche Substation,0.7,line-one-end
PANOCHE SCHINDLER VIA THE CHENEY,PANOCHE-SCHINDLER #2,36.6523145,-120.5815969,Panoche Substation,0.7,line-one-end
PANOCHE TRANQUILITY,PANOCHE - TRANQUILITY #1,36.61515225,-120.49429344999999,Panoche Substation | OSM relation 8376979 'Tranquillity Solar Project' plant centroid (Recurrent Ener,1.0,line-midpoint
PARADISE,PARADISE  SUBSTATION,39.7606558,-121.61888,Paradise Substation,0.5,ambiguous
PARDEE VINCENT,PARDEE-VINCENT NO1,34.4628692,-118.35114985,Pardee Substation | Vincent Substation,1.0,line-midpoint
PASTORIA,PASTORIA SUBSTATION,34.9351833,-118.8429736,Pastoria Substation,1.0,exact
PASTORIA MAGUNDEN,PASTORIA-MAGUNDEN,35.1481832,-118.88288514999999,Pastoria Substation | Magunden Substation,1.0,line-midpoint
PATTERSON PASS,PATTERSON PASS,,,,0.6,none
OLIVE SMYRNA,OLIVE SW STATION-SMYRNA,,,,0.67,none
PANOCHE ORO LOMA,PANOCHE - ORO LOMA,36.6523145,-120.5815969,Panoche Substation,0.7,line-one-end
MIDWAY WHEELER RIDGE VIA 5 MILE GEN TIE,MIDWAY- WHEELER RIDGE,35.2460173,-119.21406175,Midway Substation | Wheeler Ridge Substation,1.0,line-midpoint
MIDWAY WHIRLWIND,MIDWAY-WHIRLWIND,35.130393999999995,-118.94481379999999,Midway Substation | Whirlwind Substation,1.0,line-midpoint
MIGUEL,MIGUEL SUBSTATION,32.6790263,-116.9838422,Miguel Substation,1.0,exact
MILLBRAE,MILLBRAE,37.6056261,-122.3915473,Millbrae Substation,1.0,exact
MILLER,MILLER #1,,,,0.6,none
MILPITAS,MILPITAS,37.415405,-121.8884658,Milpitas Substation,1.0,exact
MIRA LOMA CHINO 230,MIRA LOMA - CHINO 230 #1,34.0080322,-117.5642244,Mira Loma Substation,0.7,line-one-end
MIRA LOMA WALNUT,MIRA LOMA-WALNUT,35.74900425,-119.23507190000001,Mira Loma Substation | Walnut Substation,1.0,line-midpoint
MIRAGE,MIRAGE SUBSTATION,33.8183451,-116.3695726,Mirage Substation,1.0,exact
MIRAMAR GT,MIRAMAR GT SUBSTATION,,,,0.82,none
MIRAMAR SCRIPPS,MIRAMAR-SCRIPPS,32.90258,-117.1241128,Miramar Substation | Scripps Substation,1.0,line-midpoint
NEW ON LOS ESTEROS TRIMBLE,NEW SWITCHYARD ON LOS ESTEROS-TRIMBLE LINE,37.3819522,-121.9271433,Trimble Substation,0.7,line-one-end
MISSION CARLTON HILLS,MISSION-CARLTON HILLS,32.8205133,-117.07517485,Mission Substation | Carlton Hills Substation,1.0,line-midpoint
MISSION SAN LUIS REY,MISSION-SAN LUIS REY,32.998702550000004,-117.236442,Mission Substation | San Luis Rey Substation,1.0,line-midpoint
MOHAVE ELDORADO,MOHAVE-ELDORADO,35.47220685,-114.8028152,Mohave Substation | Eldorado Substation,1.0,line-midpoint
MOHAVE LUGO,MOHAVE-LUGO,,,rejected: Mohave Substation | Lugo Substation is not in NV,0.0,state-mismatch
MOJAVE,MOJAVE,,,,0.83,none
MOLINO,MOLINO SUBSTATION,,,,0.73,none
MONOLITH,MONOLITH SUBSTATION,,,,0.62,none
MONTA VISTA,MONTA VISTA,37.3261316,-122.0754437,Monta Vista Substation,1.0,exact
MONTE RIO FULTON TRANSMISSION,MONTE RIO-FULTON,38.4977484,-122.7605687,Fulton Substation,0.7,line-one-end
MORAGA,MORAGA,37.8477991,-122.1611735,Moraga Substation,1.0,exact
MORGAN HILL,MORGAN HILL SUBSTATION,37.1267953,-121.6593936,Morgan Hill Substation,1.0,exact
MORRO BAY,MORRO BAY SUBSTATION,35.3738781,-120.8555879,Morro Bay,1.0,exact
MISSION,MISSION SUBSTATION,32.7861059,-117.1383642,Mission Substation,0.5,ambiguous
MENDOTA SAN JOAQUIN HELM,MENDOTA-SAN JOAQUIN-HELM,,,,0.63,none
MERCED,MERCED #1,34.0497237,-117.90727,Merced Substation,1.0,exact
MERCED CIRCUIT,MERCED #1,34.0497237,-117.90727,Merced Substation,1.0,exact
MERCED MADERA,MERCED-MADERA,34.0497237,-117.90727,Merced Substation,0.7,line-one-end
MERCHANT,MERCHANT SWITCHYARD,35.7900276,-114.9942489,Merchant Substation,1.0,exact
MERCY SPRINGS ORO LOMA,MERCY SPRINGS ORO LOMA,,,,0.53,none
MESA,MESA SUBSTATION,34.0365975,-118.1116208,Mesa Substation,0.5,ambiguous
MESA DIVIDE,MESA-DIVIDE #1,34.0365975,-118.1116208,Mesa Substation,0.7,line-one-end
MESA HEIGHTS,MESA HEIGHTS SUBSTATION,32.8295316,-117.1573513,Mesa Heights Substation,1.0,exact
MIDPOINT,MIDPOINT SUBSTATION,,,,0.62,none
MIDSUN MIDWAY,MIDSUN-MIDWAY,35.4029429,-119.4522985,Midway Substation,0.7,line-one-end
MIDWAY WHEELER RIDGE DOUBLE CIRCUIT,MIDWAY-WHEELER RIDGE,35.2460173,-119.21406175,Midway Substation | Wheeler Ridge Substation,1.0,line-midpoint
MIDWAY GATES,MIDWAY- GATES,35.77214015,-119.78898035,Midway Substation | Gates Substation,1.0,line-midpoint
MIDWAY GATES ARCO GATES LINES,MIDWAY-GATES & ARCO-GATES,35.4029429,-119.4522985,Midway Substation,0.7,line-one-end
MIDWAY MIDSUN,MIDWAY-MIDSUN,35.4029429,-119.4522985,Midway Substation,0.7,line-one-end
MIDWAY MORRO BAY,MIDWAY-MORRO BAY,35.3884105,-120.1539432,Midway Substation | Morro Bay,1.0,line-midpoint
MIDWAY MORROW BAY,MIDWAY-MORROW BAY,35.4029429,-119.4522985,Midway Substation,0.7,line-one-end
MIDWAY SUNSET VIA MIDWAY SUNSET GEN TIE,MIDWAY SUNSET VIA MIDWAY-SUNSET GEN-TIE,,,,0.6,none
MIDWAY TAFT,MIDWAY-TAFT,35.4029429,-119.4522985,Midway Substation,0.7,line-one-end
MIDWAY TUPMAN RIO BRAVO RENFRO,MIDWAY-TUPMAN-RIO BRAVO-RENFRO,35.4029429,-119.4522985,Midway Substation,0.7,line-one-end
MIDWAY VIA MIDWAY LA PALOMA,MIDWAY,35.4029429,-119.4522985,Midway Substation,0.5,ambiguous
MIDWAY VIA MIDWAY SUNSET GEN TIE,MIDWAY SUBSTATION VIA MIDWAY-SUNSET GEN-TIE,,,,0.6,none
MIDWAY VINCENT,MIDWAY - VINCENT,34.9444435,-118.78598785,Midway Substation | Vincent Substation,1.0,line-midpoint
MIDWAY WHEELER RIDGE AND,MIDWAY - WHEELER RIDGE #1 AND #2,35.2460173,-119.21406175,Midway Substation | Wheeler Ridge Substation,0.87,line-midpoint
MIDWAY DIABLO CANYON,MIDWAY-DIABLO CANYON #2,35.3095594,-120.1497962,Midway Substation | Diablo Canyon,1.0,line-midpoint
NEW TO LOOP THE ECO MIGUEL,NEW SWITCHYARD TO LOOP THE ECO-MIGUEL,,,,0.67,none
NEW WHEELER RIDGE,NEW WHEELER RIDGE JUNCTION,,,,0.87,none
NEWHALL,NEWHALL SUBSTATION,34.3791522,-118.5590591,Newhall Substation,1.0,exact
NEXT TO CALPEAK BORDER SITE,,,,,0.0,none
NICOLAUS MARYSVILLE,NICOLAUS-MARYSVILLE,,,,0.8,none
NORTH GILA,NORTH GILA SUBSTATION,32.7456924,-114.4912811,North Gila Substation,1.0,exact
NORTH GILA HASSAYAMPA,NORTH GILA-HASSAYAMPA,32.7456924,-114.4912811,North Gila Substation,0.7,line-one-end
NORTH ISLAND METERING,NORTH ISLAND METERING STATION,,,,0.58,none
NORTH OF SONGS,NORTH OF SONGS,,,,0.6,none
OAKLAND C,OAKLAND C,37.7973777,-122.2807519,Oakland C Substation,1.0,exact
OAKLAND C VIA OAKLAND C TURBINE,OAKLAND C SUB VIA OAKLAND C-TURBINE,,,,0.62,none
MORRO BAY MIDWAY,MORRO BAY - MIDWAY,35.3884105,-120.1539432,Morro Bay | Midway Substation,1.0,line-midpoint
OAKLAND J GRANT,OAKLAND J - GRANT,37.717236400000004,-122.1870139,Oakland J Substation | Grant Substation,1.0,line-midpoint
OASIS TORTOISE,OASIS-TORTOISE,,,,0.67,none
OCEAN RANCH,OCEAN RANCH SUBSTATION,,,,0.67,none
OCEANSIDE STUART,OCEANSIDE TAP - STUART TAP,37.858023,-122.2685966,Stuart Substation,0.7,line-one-end
OF CHEVRON TRAN,TAP OF CHEVRON,,,,0.59,none
OF THE EL CAJON,,,,,0.0,none
OLD RIVER,OLD RIVER SUBSTATION,,,,0.71,none
OLD RIVER KERN,OLD RIVER - KERN #1,,,,0.8,none
OLEUM,,,,,0.0,none
OLINDA,OLINDA,40.3829969,-122.3814249,Olinda Substation,0.5,ambiguous
OLIVE,OLIVE,,,,0.67,none
OLIVE SMYNRA,OLIVE SWITCHING STATION - SMYNRA,,,,0.67,none
OAKLAND J,OAKLAND J,37.7630288,-122.2144359,Oakland J Substation,1.0,exact
MORRO BAY MIDWAY LINES,MORRO BAY-MIDWAY #1 & #2 LINES,35.3738781,-120.8555879,Morro Bay,0.7,line-one-end
MORRO BAY SOLAR,MORRO BAY SOLAR SW STA #2,,,,0.75,none
MORRO GATES,MORRO-GATES,36.1413374,-120.1256622,Gates Substation,0.7,line-one-end
MORROW BAY GATES,MORROW BAY-GATES,36.1413374,-120.1256622,Gates Substation,0.7,line-one-end
MORROW BAY MIDWAY,MORROW BAY - MIDWAY #1 & #2,35.4029429,-119.4522985,Midway Substation,0.7,line-one-end
MOSS LANDING METCALF,MOSS LANDING - METCALF,37.01695495,-121.7609764,"OSM: convergence of Moss Landing 115 kV line ends (ways 974695020, 974462217, 97 | Metcalf Substation",1.0,line-midpoint
MOSS LANDING PANOCHE,MOSS LANDING-PANOCHE #2,36.73031725,-121.17979844999999,"OSM: convergence of Moss Landing 115 kV line ends (ways 974695020, 974462217, 97 | Panoche Substation",1.0,line-midpoint
MOSS LANDING PANOCHE COBURN PANOCHE,MOSS LANDING-PANOCHE #2 & COBURN-PANOCHE #2,,,"rejected: OSM: convergence of Moss Landing 115 kV line ends (ways 974695020, 974462217, 97 is not in NV",0.0,state-mismatch
MOSS LINDING SALINAS SOLEDAD AND LINES N O MOSS LANDING SALINAS SOLEDAD,MOSS-LINDING-SALINAS-SOLEDAD,,,,0.77,none
MOSS PANOCHE AND COBURN PANOCHE,MOSS-PANOCHE AND COBURN-PANOCHE,,,,0.56,none
MOUNTAIN PASS,MOUNTAIN PASS,,,,0.73,none
NEW TO LOOP IN TL2330 TALEGA ESCONDIDO,NEW SUBSTATION TO LOOP IN TL2330 TALEGA- ESCONDIDO,,,,0.67,none
NEENACH ANTELOPE,NEENACH-ANTELOPE,34.6858079,-118.2981161,Antelope Substation,0.7,line-one-end
NEW 230 NEAR THE IV ML,NEW 230/,,,,0.5,none
NEW DOUBLE CIRCUIT INTO ESCONDIDO,NEW DOUBLE CIRCUIT,,,,0.48,none
NEW FAIRFIELD,NEW FAIRFIELD SUBSTATION,,,,0.67,none
NEW IVANPAH,NEW IVANPAH SUBSTATION,,,,0.78,none
NEW KEARNY,NEW KEARNY SUBSTATION,,,,0.75,none
PITTSBURGH GWF,PITTSBURGH - GWF TAP #1,,,,0.95,none
NEW ON NORTH GILA IMPERIAL VALLEY,NEW SUBSTATION ON NORTH GILA-IMPERIAL VALLEY,32.7179069,-115.7155553,Imperial Valley Substation,0.7,line-one-end
NEW ON THE CHINO SERRANO,NEW,,,,0.67,none
NEW ON THE MIRA LOMA VISTA,NEW,,,,0.67,none
NEW ON THE PANOCHE SCHINDLER,NEW,,,,0.67,none
NEW SUBSTATIONS SAN LUIS MELROSE,NEW SUBSTATIONS SAN LUIS-MELROSE,,,,0.71,none
NEENACH,NEENACH SUBSTATION,,,,0.57,none
TESLA KESLO,TESLA - KESLO,37.7120521,-121.5647373,Tesla Substation,0.7,line-one-end
TESLA MILLER,TESLA - MILLER,37.7120521,-121.5647373,Tesla Substation,0.7,line-one-end
TESLA STAGG,TESLA-STAGG,37.852175349999996,-121.45662295,Tesla Substation | Stagg Substation,1.0,line-midpoint
TESLA STOCKTON CO GEN,TESLA - STOCKTON CO-GEN JCT,37.7120521,-121.5647373,Tesla Substation,0.7,line-one-end
TESLA STOCKTON COGEN TRANS,,,,,0.0,none
TESLA TO DELTA SWITCHING YARD AT THE ALTAMONT MIDWAY,TESLA TO DELTA SWITCHING YARD AT THE ALTAMONT-MIDWAY SUBSTATION,37.7120521,-121.5647373,Tesla Substation,0.7,line-one-end
TESLA TRACY,TESLA-TRACY #1,37.754985000000005,-121.57272125,Tesla Substation | Tracy Substation,1.0,line-midpoint
TESLA TRACY TRACY,TESLA-TRACY #1,37.754985000000005,-121.57272125,Tesla Substation | Tracy Substation,1.0,line-midpoint
TESLA WEBER,TESLA-WEBER,37.7120521,-121.5647373,Tesla Substation,0.7,line-one-end
TESLA WESTLEY,TESLA - WESTLEY,37.6140398,-121.39776845,Tesla Substation | Westley Substation,1.0,line-midpoint
TESLA WESTLEY LINES,TESLA-WESTLEY,37.6140398,-121.39776845,Tesla Substation | Westley Substation,1.0,line-midpoint
THOUSANDAIRE,THOUSANDAIRE SUBSTATION,36.132452,-115.9499389,Thousandaire Substation,1.0,exact
MENDOTA SAN JOAQUIN HELM 69K,MENDOTA-SAN JOAQUIN-HELM 69K,,,,0.63,none
TO MIDPOINT,,,,,0.0,none
TO PLAINFIELD,LINE TAP TO,,,,0.67,none
TO THE NEW MIDPOINT,,,,,0.0,none
TORTILLA,TORTILLA SUBSTATION,,,,0.71,none
TORTILLA KRAMER,TORTILLA-KRAMER,34.9896952,-117.5421983,Kramer Substation,0.7,line-one-end
TRABUCO,TRABUCO SUBSTATION,33.5628795,-117.673544,Trabuco Substation,1.0,exact
TRABUCO CAPISTRANO,TRABUCO - CAPISTRANO,33.5377456,-117.66991200000001,Trabuco Substation | Capistrano Substation,1.0,line-midpoint
TRACY,TRACY SUBSTATION,37.7979179,-121.5807052,Tracy Substation,1.0,exact
TRACY HERDLYN,TRACY-HERDLYN,37.7979179,-121.5807052,Tracy Substation,0.7,line-one-end
TRACY TESLA,TRACY-TESLA,37.754985000000005,-121.57272125,Tracy Substation | Tesla Substation,1.0,line-midpoint
TRANQUILITY KEARNY,TRANQUILITY KEARNY,,,,0.5,none
TRANQUILLITY SS,TRANQUILLITY SS,,,,0.56,none
TO BE CONSTRUCTED 1 MILE SOUTH TIE INTO SCE,LINE TO BE CONSTRUCTED 1 MILE SOUTH & TIE INTO SCE,,,,0.05,none
STROUD,STROUD SWITCHING STATION,,,,0.67,none
STROUD SCHINDLER,STROUD SW STA-SCHINDLER,,,,0.67,none
STROUT,STROUT SW STATION,,,,0.67,none
SUNCREST,SUNCREST SUBSTATION,32.8087648,-116.68306,Suncrest Substation,1.0,exact
SUNRISE POWERLINK,SUNRISE POWERLINK,,,,0.6,none
SYCAMORE CANYON,SYCAMORE CANYON SUBSTATION,32.9172568,-117.0309422,Sycamore Canyon Substation,1.0,exact
SYLMAR GOULD,SYLMAR-GOULD LINE,34.2214825,-118.1871012,Gould Substation,0.7,line-one-end
SYMRNA SEMITROPIC MIDWAY,SYMRNA-SEMITROPIC-MIDWAY,35.6008203,-119.437539,Semitropic Substation,0.7,line-one-end
TABLE MOUNTAIN,TABLE MOUNTAIN,39.5551324,-121.6451687,Table Mountain Substation,1.0,exact
TABLE MOUNTAIN RIO OSO CIRCUIT,TABLE MOUNTAIN-RIO OSO,39.2451661,-121.5559806,Table Mountain Substation | Rio Oso Substation,1.0,line-midpoint
TABLE MOUNTAIN TESLA,TABLE MOUNTAIN-TESLA,38.63359225,-121.604953,Table Mountain Substation | Tesla Substation,1.0,line-midpoint
TABLE MTN BUTTE,TABLE MTN.-BUTTE #2,,,,0.78,none
TESLA E,TESLA SUB,37.7120521,-121.5647373,Tesla Substation,1.0,exact
TAFT ELK HILLS,TAFT-ELK HILLS,,,,0.6,none
TALEGA ESCONDIDO,TALEGA-ESCONDIDO,33.2894694,-117.34411109999999,Talega Substation | Escondido Substation,1.0,line-midpoint
TALEGA SAN MATEO,TALEGA SAN MATEO,,,,0.72,none
TASSAJARA NEWARK,TASSAJARA - NEWARK,37.65043065,-121.94710140000001,Tassajara Substation | Newark Substation,1.0,line-midpoint
TBD BAKERSFIELD,TBD BAKERSFIELD,,,,0.61,none
TELEGA ESCONDIDO,TELEGA - ESCONDIDO,33.1257327,-117.1167373,Escondido Substation,0.7,line-one-end
TEMBLOR KERNRIDGE,TEMBLOR-KERNRIDGE,,,,0.71,none
TEMBLOR KING ELLIS,TEMBLOR-KING ELLIS,,,,0.67,none
TEMBLOR SAN LUIS OBISPO,TEMBLOR - SAN LUIS OBISPO,,,,0.7,none
TEMPLETON,TEMPLETON SUBSTATION,35.5550486,-120.680366,Templeton,1.0,exact
TESLA BELLOTA,TESLA-BELLOTA,37.86390045,-121.289309,Tesla Substation | Bellota Substation,1.0,line-midpoint
TESLA BELLOTA LINES,TESLA-BELLOTA,37.86390045,-121.289309,Tesla Substation | Bellota Substation,1.0,line-midpoint
TESLA BELOTA AND TESLA WEBBER LINES,TESLA-BELOTA,37.7120521,-121.5647373,Tesla Substation,0.7,line-one-end
TABLE MTN RIO OSO,TABLE MTN-RIO OSO,38.9351998,-121.4667925,Rio Oso Substation,0.7,line-one-end
7TH STANDARD,7TH STANDARD,,,,0.67,none
WEEDPATCH SAN BERNARD,WEEDPATCH - SAN BERNARD,34.0799529,-117.2389874,San Bernardino Substation,0.62,line-one-end
WEEDPATCH WHEELER RIDGE,WEEDPATCH-WHEELER RIDGE,35.0890917,-118.975825,Wheeler Ridge Substation,0.7,line-one-end
WESIX,WESIX,,,,0.62,none
WEST FRESNO,WEST FRESNO SUBSTATION,,,,0.69,none
WESTFIELD,WESTFIELD SUB,,,,0.71,none
WESTLANDS,WESTLANDS,,,,0.82,none
WESTLEY QUINTO,WESTLEY-QUINTO,37.31800575,-121.14988335,Westley Substation | Quinto Substation,1.0,line-midpoint
WESTPARK MAGUNDEN,WESTPARK-MAGUNDEN,35.3611831,-118.9227967,Magunden Substation,0.7,line-one-end
WESTWOOD,WESTWOOD,40.2998877,-121.0015104,Westwood Substation,1.0,exact
WHEATON,WHEATON SUBSTATION,,,,0.83,none
