tpd_year,pto,queue_id,allocation_group,status,allocation_pct,mw_requested,mw_allocated,in_generator_queue,source_file,source_run_date,pipeline_commit,pipeline_run
2024,PGAE,1887,A,FCDSA,1.0,,,True,tpd_2024.xlsx,,8eb6c6f,2026-09-14T20:14:05Z
2024,PGAE,1889,B,PCDSA,0.5,,,True,tpd_2024.xlsx,,8eb6c6f,2026-09-14T20:14:05Z
2024,PGAE,1895,A,PCDSA,0.54,,,True,tpd_2024.xlsx,,8eb6c6f,2026-09-14T20:14:05Z
2024,PGAE,1896,A,FCDSA,1.0,,,True,tpd_2024.xlsx,,8eb6c6f,2026-09-14T20:14:05Z
2024,PGAE,1900,D,FCDSA,1.0,,,True,tpd_2024.xlsx,,8eb6c6f,2026-09-14T20:14:05Z
2024,PGAE,1903,D,FCDSA,1.0,,,True,tpd_2024.xlsx,,8eb6c6f,2026-09-14T20:14:05Z
2024,PGAE,1911,D,FCDSA,1.0,,,True,tpd_2024.xlsx,,8eb6c6f,2026-09-14T20:14:05Z
2024,PGAE,1912,D,FCDSA,1.0,,,True,tpd_2024.xlsx,,8eb6c6f,2026-09-14T20:14:05Z
2024,PGAE,1914,B,FCDSA,1.0,,,True,tpd_2024.xlsx,,8eb6c6f,2026-09-14T20:14:05Z
2024,PGAE,1918,A,FCDSA,1.0,,,True,tpd_2024.xlsx,,8eb6c6f,2026-09-14T20:14:05Z
2024,PGAE,1919,D,FCDSA,1.0,,,True,tpd_2024.xlsx,,8eb6c6f,2026-09-14T20:14:05Z
2024,PGAE,1920,B,PCDSA,0.45,,,True,tpd_2024.xlsx,,8eb6c6f,2026-09-14T20:14:05Z
2024,PGAE,1921,B,FCDSA,1.0,,,True,tpd_2024.xlsx,,8eb6c6f,2026-09-14T20:14:05Z
2024,PGAE,1922,B,FCDSA,1.0,,,True,tpd_2024.xlsx,,8eb6c6f,2026-09-14T20:14:05Z
2024,PGAE,1930,D,FCDSA,1.0,,,True,tpd_2024.xlsx,,8eb6c6f,2026-09-14T20:14:05Z
2024,PGAE,1932,D,FCDSA,1.0,,,True,tpd_2024.xlsx,,8eb6c6f,2026-09-14T20:14:05Z
2024,PGAE,1943,D,FCDSA,1.0,,,True,tpd_2024.xlsx,,8eb6c6f,2026-09-14T20:14:05Z
2024,PGAE,1949,A,FCDSA,1.0,,,True,tpd_2024.xlsx,,8eb6c6f,2026-09-14T20:14:05Z
2024,PGAE,1949,D,FCDSA,1.0,,,True,tpd_2024.xlsx,,8eb6c6f,2026-09-14T20:14:05Z
2024,PGAE,1952,A,FCDSA,1.0,,,True,tpd_2024.xlsx,,8eb6c6f,2026-09-14T20:14:05Z
2024,PGAE,1954,B,FCDSA,1.0,,,True,tpd_2024.xlsx,,8eb6c6f,2026-09-14T20:14:05Z
2024,PGAE,1955,B,PCDSA,0.78,,,True,tpd_2024.xlsx,,8eb6c6f,2026-09-14T20:14:05Z
2024,PGAE,1956,A,FCDSA,1.0,,,True,tpd_2024.xlsx,,8eb6c6f,2026-09-14T20:14:05Z
2024,PGAE,1958,B,FCDSA,1.0,,,True,tpd_2024.xlsx,,8eb6c6f,2026-09-14T20:14:05Z
2024,PGAE,1959,B,PCDSA,0.95,,,True,tpd_2024.xlsx,,8eb6c6f,2026-09-14T20:14:05Z
2024,PGAE,1960,D,FCDSA,1.0,,,True,tpd_2024.xlsx,,8eb6c6f,2026-09-14T20:14:05Z
2024,PGAE,1962,B,FCDSA,1.0,,,True,tpd_2024.xlsx,,8eb6c6f,2026-09-14T20:14:05Z
2024,PGAE,1962,D,FCDSA,1.0,,,True,tpd_2024.xlsx,,8eb6c6f,2026-09-14T20:14:05Z
2024,PGAE,1966,D,FCDSA,1.0,,,True,tpd_2024.xlsx,,8eb6c6f,2026-09-14T20:14:05Z
2024,PGAE,1973,D,FCDSA,1.0,,,True,tpd_2024.xlsx,,8eb6c6f,2026-09-14T20:14:05Z
2024,PGAE,1975,B,FCDSA,1.0,,,True,tpd_2024.xlsx,,8eb6c6f,2026-09-14T20:14:05Z
2024,PGAE,1977,B,FCDSA,1.0,,,True,tpd_2024.xlsx,,8eb6c6f,2026-09-14T20:14:05Z
2024,PGAE,1980,B,PCDSA,0.24,,,True,tpd_2024.xlsx,,8eb6c6f,2026-09-14T20:14:05Z
2024,PGAE,1987,D,FCDSA,1.0,,,True,tpd_2024.xlsx,,8eb6c6f,2026-09-14T20:14:05Z
2024,PGAE,1998,D,FCDSA,1.0,,,True,tpd_2024.xlsx,,8eb6c6f,2026-09-14T20:14:05Z
2024,PGAE,2001,A,FCDSA,1.0,,,True,tpd_2024.xlsx,,8eb6c6f,2026-09-14T20:14:05Z
2024,DCRT,2029,A,FCDSA,1.0,,,True,tpd_2024.xlsx,,8eb6c6f,2026-09-14T20:14:05Z
2024,SCE,2032,D,FCDSA,1.0,,,True,tpd_2024.xlsx,,8eb6c6f,2026-09-14T20:14:05Z
2024,SCE,2034,B,PCDSA,0.4,,,True,tpd_2024.xlsx,,8eb6c6f,2026-09-14T20:14:05Z
2024,SCE,2036,A,FCDSA,1.0,,,True,tpd_2024.xlsx,,8eb6c6f,2026-09-14T20:14:05Z
2024,SCE,2039,A,PCDSA,0.8843,,,True,tpd_2024.xlsx,,8eb6c6f,2026-09-14T20:14:05Z
2024,SCE,2041,A,PCDSA,0.8843,,,True,tpd_2024.xlsx,,8eb6c6f,2026-09-14T20:14:05Z
2024,SCE,2042,A,PCDSA,0.69,,,True,tpd_2024.xlsx,,8eb6c6f,2026-09-14T20:14:05Z
2024,SCE,2048,A,FCDSA,1.0,,,True,tpd_2024.xlsx,,8eb6c6f,2026-09-14T20:14:05Z
2024,SCE,2055,B,FCDSA,1.0,,,True,tpd_2024.xlsx,,8eb6c6f,2026-09-14T20:14:05Z
2024,SCE,2055,B,FCDSA,1.0,,,True,tpd_2024.xlsx,,8eb6c6f,2026-09-14T20:14:05Z
2024,SCE,2059,B,FCDSA,1.0,,,True,tpd_2024.xlsx,,8eb6c6f,2026-09-14T20:14:05Z
2024,SCE,2060,D,FCDSA,1.0,,,True,tpd_2024.xlsx,,8eb6c6f,2026-09-14T20:14:05Z
2024,SCE,2062,D,FCDSA,1.0,,,True,tpd_2024.xlsx,,8eb6c6f,2026-09-14T20:14:05Z
2024,SCE,2064,D,FCDSA,1.0,,,True,tpd_2024.xlsx,,8eb6c6f,2026-09-14T20:14:05Z
2024,SCE,2066,A,FCDSA,1.0,,,True,tpd_2024.xlsx,,8eb6c6f,2026-09-14T20:14:05Z
2024,SCE,2089,D,FCDSA,1.0,,,True,tpd_2024.xlsx,,8eb6c6f,2026-09-14T20:14:05Z
2024,SCE,2091,D,FCDSA,1.0,,,True,tpd_2024.xlsx,,8eb6c6f,2026-09-14T20:14:05Z
2024,SCE,2096,B,PCDSA,0.7,,,True,tpd_2024.xlsx,,8eb6c6f,2026-09-14T20:14:05Z
2024,SCE,2097,D,FCDSA,1.0,,,True,tpd_2024.xlsx,,8eb6c6f,2026-09-14T20:14:05Z
2024,SCE,2103,D,PCDSA,0.8,,,True,tpd_2024.xlsx,,8eb6c6f,2026-09-14T20:14:05Z
2024,SCE,2104,D,FCDSA,1.0,,,True,tpd_2024.xlsx,,8eb6c6f,2026-09-14T20:14:05Z
2024,SCE,2105,D,FCDSA,1.0,,,True,tpd_2024.xlsx,,8eb6c6f,2026-09-14T20:14:05Z
2024,SCE,2110,D,FCDSA,1.0,,,True,tpd_2024.xlsx,,8eb6c6f,2026-09-14T20:14:05Z
2024,SCE,2113,B,FCDSA,1.0,,,True,tpd_2024.xlsx,,8eb6c6f,2026-09-14T20:14:05Z
2024,SCE,2113,B,FCDSA,1.0,,,True,tpd_2024.xlsx,,8eb6c6f,2026-09-14T20:14:05Z
2024,SCE,2113,B,FCDSA,1.0,,,True,tpd_2024.xlsx,,8eb6c6f,2026-09-14T20:14:05Z
2024,SCE,2113,B,FCDSA,1.0,,,True,tpd_2024.xlsx,,8eb6c6f,2026-09-14T20:14:05Z
2024,SCE,2114,D,FCDSA,1.0,,,True,tpd_2024.xlsx,,8eb6c6f,2026-09-14T20:14:05Z
2024,SCE,2116,D,FCDSA,1.0,,,True,tpd_2024.xlsx,,8eb6c6f,2026-09-14T20:14:05Z
2024,SCE,2121,D,FCDSA,1.0,,,True,tpd_2024.xlsx,,8eb6c6f,2026-09-14T20:14:05Z
2024,SCE,2124,D,FCDSA,1.0,,,True,tpd_2024.xlsx,,8eb6c6f,2026-09-14T20:14:05Z
2024,SCE,2125,D,FCDSA,1.0,,,True,tpd_2024.xlsx,,8eb6c6f,2026-09-14T20:14:05Z
2024,SCE,2127,D,FCDSA,1.0,,,True,tpd_2024.xlsx,,8eb6c6f,2026-09-14T20:14:05Z
2024,SCE,2129,D,FCDSA,1.0,,,True,tpd_2024.xlsx,,8eb6c6f,2026-09-14T20:14:05Z
2024,SCE,2136,D,FCDSA,1.0,,,True,tpd_2024.xlsx,,8eb6c6f,2026-09-14T20:14:05Z
2024,SCE,2137,D,FCDSA,1.0,,,True,tpd_2024.xlsx,,8eb6c6f,2026-09-14T20:14:05Z
2024,SCE,2139,D,FCDSA,1.0,,,True,tpd_2024.xlsx,,8eb6c6f,2026-09-14T20:14:05Z
2024,SCE,2140,A,FCDSA,1.0,,,True,tpd_2024.xlsx,,8eb6c6f,2026-09-14T20:14:05Z
2024,GLW,2147,A,FCDSA,1.0,,,True,tpd_2024.xlsx,,8eb6c6f,2026-09-14T20:14:05Z
2024,GLW,2148,A,FCDSA,1.0,,,True,tpd_2024.xlsx,,8eb6c6f,2026-09-14T20:14:05Z
2024,SDGE,2166,A,FCDSA,1.0,,,True,tpd_2024.xlsx,,8eb6c6f,2026-09-14T20:14:05Z
2024,SDGE,2173,A,FCDSA,1.0,,,True,tpd_2024.xlsx,,8eb6c6f,2026-09-14T20:14:05Z
2024,PGAE,2764-WD,A,FCDSA,1.0,,,False,tpd_2024.xlsx,,8eb6c6f,2026-09-14T20:14:05Z
2024,SDGE,Unassigned#,A,FCDSA,1.0,,,False,tpd_2024.xlsx,,8eb6c6f,2026-09-14T20:14:05Z
2024,SDGE,W162,A,FCDSA,1.0,,,False,tpd_2024.xlsx,,8eb6c6f,2026-09-14T20:14:05Z
2024,SDGE,W188,A,FCDSA,1.0,,,False,tpd_2024.xlsx,,8eb6c6f,2026-09-14T20:14:05Z
2024,SDGE,W260,A,FCDSA,1.0,,,False,tpd_2024.xlsx,,8eb6c6f,2026-09-14T20:14:05Z
2024,SCE,WDT1532,A,FCDSA,1.0,,,False,tpd_2024.xlsx,,8eb6c6f,2026-09-14T20:14:05Z
2024,SCE,WDT1559,B,FCDSA,1.0,,,False,tpd_2024.xlsx,,8eb6c6f,2026-09-14T20:14:05Z
2024,SCE,WDT1635,A,FCDSA,1.0,,,False,tpd_2024.xlsx,,8eb6c6f,2026-09-14T20:14:05Z
2024,SCE,WDT1701,A,FCDSA,1.0,,,False,tpd_2024.xlsx,,8eb6c6f,2026-09-14T20:14:05Z
2024,SCE,WDT1710,A,FCDSA,1.0,,,False,tpd_2024.xlsx,,8eb6c6f,2026-09-14T20:14:05Z
2024,SCE,WDT1726,A,FCDSA,1.0,,,False,tpd_2024.xlsx,,8eb6c6f,2026-09-14T20:14:05Z
2024,SCE,WDT1730,D,FCDSA,1.0,,,False,tpd_2024.xlsx,,8eb6c6f,2026-09-14T20:14:05Z
2024,SCE,WDT1744,B,FCDSA,1.0,,,False,tpd_2024.xlsx,,8eb6c6f,2026-09-14T20:14:05Z
2024,SCE,WDT1750,B,FCDSA,1.0,,,False,tpd_2024.xlsx,,8eb6c6f,2026-09-14T20:14:05Z
2024,SCE,WDT1752,D,FCDSA,1.0,,,False,tpd_2024.xlsx,,8eb6c6f,2026-09-14T20:14:05Z
2024,SCE,WDT1754,A,FCDSA,1.0,,,False,tpd_2024.xlsx,,8eb6c6f,2026-09-14T20:14:05Z
2024,SCE,WDT1761,D,FCDSA,1.0,,,False,tpd_2024.xlsx,,8eb6c6f,2026-09-14T20:14:05Z
2024,SCE,WDT1764,D,FCDSA,1.0,,,False,tpd_2024.xlsx,,8eb6c6f,2026-09-14T20:14:05Z
2024,SCE,WDT1768,D,FCDSA,1.0,,,False,tpd_2024.xlsx,,8eb6c6f,2026-09-14T20:14:05Z
2024,SCE,WDT1774,B,FCDSA,1.0,,,False,tpd_2024.xlsx,,8eb6c6f,2026-09-14T20:14:05Z
2024,SCE,WDT1775,B,FCDSA,1.0,,,False,tpd_2024.xlsx,,8eb6c6f,2026-09-14T20:14:05Z
2024,SCE,WDT1782,A,FCDSA,1.0,,,False,tpd_2024.xlsx,,8eb6c6f,2026-09-14T20:14:05Z
2024,SCE,WDT1783,D,FCDSA,1.0,,,False,tpd_2024.xlsx,,8eb6c6f,2026-09-14T20:14:05Z
2024,SCE,WDT1811,D,FCDSA,1.0,,,False,tpd_2024.xlsx,,8eb6c6f,2026-09-14T20:14:05Z
2024,SCE,WDT1816,B,FCDSA,1.0,,,False,tpd_2024.xlsx,,8eb6c6f,2026-09-14T20:14:05Z
2024,SCE,WDT1848,B,FCDSA,1.0,,,False,tpd_2024.xlsx,,8eb6c6f,2026-09-14T20:14:05Z
2024,SCE,WDT1907,B,FCDSA,1.0,,,False,tpd_2024.xlsx,,8eb6c6f,2026-09-14T20:14:05Z
2025,DCRT,1402,A,NONE,0.0,150.0,0.0,True,tpd_2025.xlsx,,8eb6c6f,2026-09-14T20:14:05Z
2025,DCRT,1402,A,NONE,0.0,180.0,0.0,True,tpd_2025.xlsx,,8eb6c6f,2026-09-14T20:14:05Z
2025,DCRT,1402,A,NONE,0.0,120.0,0.0,True,tpd_2025.xlsx,,8eb6c6f,2026-09-14T20:14:05Z
2025,DCRT,2022,A,NONE,0.0,350.0,0.0,True,tpd_2025.xlsx,,8eb6c6f,2026-09-14T20:14:05Z
2025,DCRT,2027,D,NONE,0.0,400.0,0.0,True,tpd_2025.xlsx,,8eb6c6f,2026-09-14T20:14:05Z
2025,GLW,1649,B,NONE,0.0,45.0,0.0,True,tpd_2025.xlsx,,8eb6c6f,2026-09-14T20:14:05Z
2025,GLW,2144,B,NONE,0.0,500.0,0.0,True,tpd_2025.xlsx,,8eb6c6f,2026-09-14T20:14:05Z
2025,GLW,2145,A,NONE,0.0,110.0,0.0,True,tpd_2025.xlsx,,8eb6c6f,2026-09-14T20:14:05Z
2025,GLW,2145,D,NONE,0.0,220.0,0.0,True,tpd_2025.xlsx,,8eb6c6f,2026-09-14T20:14:05Z
2025,GLW,2149,B,NONE,0.0,100.0,0.0,True,tpd_2025.xlsx,,8eb6c6f,2026-09-14T20:14:05Z
2025,GLW,2149,B,NONE,0.0,400.0,0.0,True,tpd_2025.xlsx,,8eb6c6f,2026-09-14T20:14:05Z
2025,GLW,2150,A,NONE,0.0,125.0,0.0,True,tpd_2025.xlsx,,8eb6c6f,2026-09-14T20:14:05Z
2025,PGAE,0141CONV,A,FCDSA,1.0,6.39,6.4,False,tpd_2025.xlsx,,8eb6c6f,2026-09-14T20:14:05Z
2025,PGAE,0143CONV,A,FCDSA,1.0,4.99,5.0,False,tpd_2025.xlsx,,8eb6c6f,2026-09-14T20:14:05Z
2025,PGAE,1028,A,FCDSA,1.0,20.0,20.0,True,tpd_2025.xlsx,,8eb6c6f,2026-09-14T20:14:05Z
2025,PGAE,1029,A,FCDSA,1.0,20.0,20.0,True,tpd_2025.xlsx,,8eb6c6f,2026-09-14T20:14:05Z
2025,PGAE,1127,A,FCDSA,1.0,20.0,20.0,True,tpd_2025.xlsx,,8eb6c6f,2026-09-14T20:14:05Z
2025,PGAE,1128,A,FCDSA,1.0,100.0,100.0,True,tpd_2025.xlsx,,8eb6c6f,2026-09-14T20:14:05Z
2025,PGAE,1136,B,FCDSA,1.0,19.88,19.9,True,tpd_2025.xlsx,,8eb6c6f,2026-09-14T20:14:05Z
2025,PGAE,1242,A,FCDSA,1.0,150.0,150.0,True,tpd_2025.xlsx,,8eb6c6f,2026-09-14T20:14:05Z
2025,PGAE,1242,A,FCDSA,1.0,246.4,246.4,True,tpd_2025.xlsx,,8eb6c6f,2026-09-14T20:14:05Z
2025,PGAE,1260,B,NONE,0.0,100.0,0.0,True,tpd_2025.xlsx,,8eb6c6f,2026-09-14T20:14:05Z
2025,PGAE,1379,B,FCDSA,1.0,150.0,150.0,True,tpd_2025.xlsx,,8eb6c6f,2026-09-14T20:14:05Z
2025,PGAE,1382,A,FCDSA,1.0,50.0,50.0,True,tpd_2025.xlsx,,8eb6c6f,2026-09-14T20:14:05Z
2025,PGAE,1394,A,NONE,0.0,200.0,0.0,True,tpd_2025.xlsx,,8eb6c6f,2026-09-14T20:14:05Z
2025,PGAE,1456,A,FCDSA,1.0,50.0,50.0,True,tpd_2025.xlsx,,8eb6c6f,2026-09-14T20:14:05Z
2025,PGAE,1587,A,NONE,0.0,100.0,0.0,True,tpd_2025.xlsx,,8eb6c6f,2026-09-14T20:14:05Z
2025,PGAE,1690,A,FCDSA,1.0,8.1,8.1,True,tpd_2025.xlsx,,8eb6c6f,2026-09-14T20:14:05Z
2025,PGAE,1744,A,NONE,0.0,50.0,0.0,True,tpd_2025.xlsx,,8eb6c6f,2026-09-14T20:14:05Z
2025,PGAE,1744,A,NONE,0.0,100.0,0.0,True,tpd_2025.xlsx,,8eb6c6f,2026-09-14T20:14:05Z
2025,PGAE,1842,A,FCDSA,1.0,400.0,400.0,True,tpd_2025.xlsx,,8eb6c6f,2026-09-14T20:14:05Z
2025,PGAE,1843,D,NONE,0.0,400.0,0.0,True,tpd_2025.xlsx,,8eb6c6f,2026-09-14T20:14:05Z
2025,PGAE,1846,D,FCDSA,1.0,120.0,120.0,True,tpd_2025.xlsx,,8eb6c6f,2026-09-14T20:14:05Z
2025,PGAE,1850,D,NONE,0.0,100.0,0.0,True,tpd_2025.xlsx,,8eb6c6f,2026-09-14T20:14:05Z
2025,PGAE,1854,D,FCDSA,1.0,400.0,400.0,True,tpd_2025.xlsx,,8eb6c6f,2026-09-14T20:14:05Z
2025,PGAE,1856,B,FCDSA,1.0,100.0,100.0,True,tpd_2025.xlsx,,8eb6c6f,2026-09-14T20:14:05Z
2025,PGAE,1880,D,NONE,0.0,75.0,0.0,True,tpd_2025.xlsx,,8eb6c6f,2026-09-14T20:14:05Z
2025,PGAE,1889,B,FCDSA,1.0,1500.0,1500.0,True,tpd_2025.xlsx,,8eb6c6f,2026-09-14T20:14:05Z
2025,PGAE,1892,A,FCDSA,1.0,300.0,300.0,True,tpd_2025.xlsx,,8eb6c6f,2026-09-14T20:14:05Z
2025,PGAE,1895,A,PCDSA,0.494,100.0,49.4,True,tpd_2025.xlsx,,8eb6c6f,2026-09-14T20:14:05Z
2025,PGAE,1903,D,PCDSA,0.7,300.0,210.0,True,tpd_2025.xlsx,,8eb6c6f,2026-09-14T20:14:05Z
2025,PGAE,1904,D,NONE,0.0,300.0,0.0,True,tpd_2025.xlsx,,8eb6c6f,2026-09-14T20:14:05Z
2025,PGAE,1912,D,FCDSA,1.0,150.0,150.0,True,tpd_2025.xlsx,,8eb6c6f,2026-09-14T20:14:05Z
2025,PGAE,1915,B,PCDSA,0.596,250.0,149.0,True,tpd_2025.xlsx,,8eb6c6f,2026-09-14T20:14:05Z
2025,PGAE,1920,B,PCDSA,0.0316,186.7,5.9,True,tpd_2025.xlsx,,8eb6c6f,2026-09-14T20:14:05Z
2025,PGAE,1934,B,NONE,0.0,200.0,0.0,True,tpd_2025.xlsx,,8eb6c6f,2026-09-14T20:14:05Z
2025,PGAE,1959,A,NONE,0.0,15.0,0.0,True,tpd_2025.xlsx,,8eb6c6f,2026-09-14T20:14:05Z
2025,PGAE,1963,B,NONE,0.0,250.0,0.0,True,tpd_2025.xlsx,,8eb6c6f,2026-09-14T20:14:05Z
2025,PGAE,1968,D,NONE,0.0,750.0,0.0,True,tpd_2025.xlsx,,8eb6c6f,2026-09-14T20:14:05Z
2025,PGAE,1968,D,NONE,0.0,250.0,0.0,True,tpd_2025.xlsx,,8eb6c6f,2026-09-14T20:14:05Z
2025,PGAE,1973,D,FCDSA,1.0,75.0,75.0,True,tpd_2025.xlsx,,8eb6c6f,2026-09-14T20:14:05Z
2025,PGAE,1983,D,NONE,0.0,100.0,0.0,True,tpd_2025.xlsx,,8eb6c6f,2026-09-14T20:14:05Z
2025,PGAE,2004,D,NONE,0.0,400.0,0.0,True,tpd_2025.xlsx,,8eb6c6f,2026-09-14T20:14:05Z
2025,PGAE,2015,D,NONE,0.0,45.0,0.0,True,tpd_2025.xlsx,,8eb6c6f,2026-09-14T20:14:05Z
2025,PGAE,2015,B,NONE,0.0,300.0,0.0,True,tpd_2025.xlsx,,8eb6c6f,2026-09-14T20:14:05Z
2025,PGAE,2015,B,NONE,0.0,255.0,0.0,True,tpd_2025.xlsx,,8eb6c6f,2026-09-14T20:14:05Z
2025,PGAE,2018,D,NONE,0.0,30.0,0.0,True,tpd_2025.xlsx,,8eb6c6f,2026-09-14T20:14:05Z
2025,PGAE,2179-WD,A,FCDSA,1.0,1.75,1.8,False,tpd_2025.xlsx,,8eb6c6f,2026-09-14T20:14:05Z
2025,PGAE,2595-WD,A,FCDSA,1.0,13.0,13.0,False,tpd_2025.xlsx,,8eb6c6f,2026-09-14T20:14:05Z
2025,PGAE,2622-WD,A,FCDSA,1.0,1.25,1.2,False,tpd_2025.xlsx,,8eb6c6f,2026-09-14T20:14:05Z
2025,PGAE,2758-WD,A,FCDSA,1.0,9.99,10.0,False,tpd_2025.xlsx,,8eb6c6f,2026-09-14T20:14:05Z
2025,PGAE,2762-WD,D,FCDSA,1.0,5.0,5.0,False,tpd_2025.xlsx,,8eb6c6f,2026-09-14T20:14:05Z
2025,PGAE,2850-WD,B,NONE,0.0,60.0,0.0,False,tpd_2025.xlsx,,8eb6c6f,2026-09-14T20:14:05Z
2025,PGAE,3258-WD,A,FCDSA,1.0,1.25,1.2,False,tpd_2025.xlsx,,8eb6c6f,2026-09-14T20:14:05Z
2025,PGAE,946,A,NONE,0.0,58.0,0.0,True,tpd_2025.xlsx,,8eb6c6f,2026-09-14T20:14:05Z
2025,SCE,1200,C,NONE,0.0,200.0,0.0,True,tpd_2025.xlsx,,8eb6c6f,2026-09-14T20:14:05Z
2025,SCE,1211,C,PCDSA,0.6154,100.0,61.5,True,tpd_2025.xlsx,,8eb6c6f,2026-09-14T20:14:05Z
2025,SCE,1302,C,NONE,0.0,20.0,0.0,True,tpd_2025.xlsx,,8eb6c6f,2026-09-14T20:14:05Z
2025,SCE,1642,A,PCDSA,0.365,200.0,73.0,True,tpd_2025.xlsx,,8eb6c6f,2026-09-14T20:14:05Z
2025,SCE,1761,A,NONE,0.0,170.0,0.0,True,tpd_2025.xlsx,,8eb6c6f,2026-09-14T20:14:05Z
2025,SCE,1761,A,NONE,0.0,70.0,0.0,True,tpd_2025.xlsx,,8eb6c6f,2026-09-14T20:14:05Z
2025,SCE,1761,A,NONE,0.0,50.0,0.0,True,tpd_2025.xlsx,,8eb6c6f,2026-09-14T20:14:05Z
2025,SCE,1779,B,NONE,0.0,150.0,0.0,True,tpd_2025.xlsx,,8eb6c6f,2026-09-14T20:14:05Z
2025,SCE,1792,A,PCDSA,0.74,100.0,74.0,True,tpd_2025.xlsx,,8eb6c6f,2026-09-14T20:14:05Z
2025,SCE,2033,A,NONE,0.0,285.0,0.0,True,tpd_2025.xlsx,,8eb6c6f,2026-09-14T20:14:05Z
2025,SCE,2045,D,NONE,0.0,300.0,0.0,True,tpd_2025.xlsx,,8eb6c6f,2026-09-14T20:14:05Z
2025,SCE,2052,A,NONE,0.0,1000.0,0.0,True,tpd_2025.xlsx,,8eb6c6f,2026-09-14T20:14:05Z
