node_key,poi_base,county,utility,state,legacy_active_projects,legacy_active_mw,legacy_active_storage_mw,c15_active_projects,c15_active_mw,c15_active_storage_mw,operating_projects,operating_mw,operating_storage_mw,wd_alltime_projects,wd_alltime_mw,wd_alltime_storage_mw,wd_recent_projects,wd_recent_mw,wd_recent_storage_mw,c15_withdrawn_projects,c15_withdrawn_mw,c15_withdrawn_storage_mw,wd_post_phase2_mw,c15_fcds_req_mw,pipeline_mw,pipeline_storage_mw,storage_churn,churn_alltime,c15_survival,tpd25_projects,tpd25_req_mw,tpd25_alloc_mw,tpd25_denied_mw,tpd25_unknown_mw,tpd25_unalloc_mw,tpd24_fcdsa_projects,tpd24_pcdsa_projects,wdat_active_projects,wdat_active_mw,wdat_active_storage_mw,wdat_inservice_mw,wdat_withdrawn_mw,lmp_tb4_12mo_mean,lmp_tb4_12mo_p90,lmp_months,c16_poi_status,c16_poi_note,lat,lon,osm_name,geo_score,geo_method,source_file,source_run_date,pipeline_commit,pipeline_run
TEHACHAPI CONCEPTUAL,TEHACHAPI CONCEPTUAL SUBSTATION #1,KERN,SCE,CA,1.0,600.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600.0,300.0,0.0,0.0,,1.0,148.2,0.0,148.2,0.0,148.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,,,35.2460173,-118.975825,median of located nodes in CA KERN,0.3,county-centroid,publicqueuereport.xlsx+cluster15.xlsx,2026-09-14,8eb6c6f,2026-09-14T20:14:26Z
WALNUT,WALNUT SUBSTATION,LOS ANGELES,SCE,CA,2.0,600.0,600.0,0.0,0.0,0.0,1.0,500.5,0.0,1.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600.0,600.0,0.0,0.18,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,,,37.4899763,-120.9059194,Walnut Substation,0.5,ambiguous,publicqueuereport.xlsx+cluster15.xlsx,2026-09-14,8eb6c6f,2026-09-14T20:14:26Z
MAGUNDEN PASTORIA,MAGUNDEN-PASTORIA,KERN,SCE,CA,0.0,0.0,0.0,1.0,600.0,0.0,0.0,0.0,0.0,1.0,200.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600.0,0.0,,0.33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,,,35.1481832,-118.88288514999999,Magunden Substation | Pastoria Substation,1.0,line-midpoint,publicqueuereport.xlsx+cluster15.xlsx,2026-09-14,8eb6c6f,2026-09-14T20:14:26Z
OTAY MESA,OTAY MESA SWITCHYARD,SAN DIEGO,SDGE,CA,2.0,550.01,550.01,0.0,0.0,0.0,6.0,1201.0,250.0,14.0,2357.5699999999997,1535.0,3.0,1000.0,1000.0,0.0,0.0,0.0,300.0,0.0,550.01,550.01,1.25,1.35,,2.0,550.0,0.0,550.0,0.0,550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,,,32.90258,-117.1167373,median of located nodes in CA SAN DIEGO,0.3,county-centroid,publicqueuereport.xlsx+cluster15.xlsx,2026-09-14,8eb6c6f,2026-09-14T20:14:26Z
CONTRA COSTA,CONTRA COSTA SUBSTATION,CONTRA COSTA,PGAE,CA,2.0,550.0,550.0,0.0,0.0,0.0,2.0,690.0,0.0,9.0,3121.973,330.973,1.0,200.0,200.0,0.0,0.0,0.0,1332.3,0.0,550.0,550.0,0.36,2.52,,2.0,550.0,449.0,0.0,0.0,101.0,0.0,0.0,4.0,4.2,0.6,3.3,5.9,,,0,,,37.9993561,-121.7824183,Contra Costa Substation,1.0,exact,publicqueuereport.xlsx+cluster15.xlsx,2026-09-14,8eb6c6f,2026-09-14T20:14:26Z
NORTH GILA HOODOO WASH,NORTH GILA - HOODOO WASH (SDGE PORTION ONLY),YUMA,SDGE,AZ,0.0,0.0,0.0,1.0,500.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,500.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,,,32.7456924,-114.4912811,North Gila Substation,0.7,line-one-end,publicqueuereport.xlsx+cluster15.xlsx,2026-09-14,8eb6c6f,2026-09-14T20:14:26Z
MARTIN,MARTIN,SAN MATEO,PGAE,CA,2.0,500.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,662.0,662.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,500.0,0.0,1.32,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,,,37.7037524,-122.4094087,Martin Substation,1.0,exact,publicqueuereport.xlsx+cluster15.xlsx,2026-09-14,8eb6c6f,2026-09-14T20:14:26Z
TESLA NEWARK,TESLA-NEWARK #1,ALAMEDA,PGAE,CA,1.0,500.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,500.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,,,37.60643695,-121.7756521,Tesla Substation | Newark Substation,1.0,line-midpoint,publicqueuereport.xlsx+cluster15.xlsx,2026-09-14,8eb6c6f,2026-09-14T20:14:26Z
LATHROP WELLS,LATHROP WELLS SUBSTATION,NYE,GLW,NV,1.0,500.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,500.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,,,36.16197,-115.9499389,median of located nodes in NV NYE,0.3,county-centroid,publicqueuereport.xlsx+cluster15.xlsx,2026-09-14,8eb6c6f,2026-09-14T20:14:26Z
PITTSBURG,PITTSBURG,CONTRA COSTA,PGAE,CA,2.0,500.0,500.0,0.0,0.0,0.0,1.0,72.0,0.0,10.0,2851.11,1931.1100000000001,3.0,940.0,940.0,0.0,0.0,0.0,720.0,0.0,500.0,500.0,1.88,4.98,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,,,38.0369134,-121.8959532,Pittsburg Substation,1.0,exact,publicqueuereport.xlsx+cluster15.xlsx,2026-09-14,8eb6c6f,2026-09-14T20:14:26Z
PROPOSED LEE LAKE,PROPOSED LEE LAKE SUBSTATION,RIVERSIDE,SDGE,CA,1.0,500.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,500.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,,,33.832733000000005,-116.0744455,median of located nodes in CA RIVERSIDE,0.3,county-centroid,publicqueuereport.xlsx+cluster15.xlsx,2026-09-14,8eb6c6f,2026-09-14T20:14:26Z
PITTSBURG TESLA,PITTSBURG-TESLA,CONTRA COSTA,PGAE,CA,1.0,500.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,500.0,500.0,0.0,0.03,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,,,37.87448275,-121.73034525,Pittsburg Substation | Tesla Substation,1.0,line-midpoint,publicqueuereport.xlsx+cluster15.xlsx,2026-09-14,8eb6c6f,2026-09-14T20:14:26Z
BELLOTA,BELLOTA,SAN JOAQUIN,PGAE,CA,0.0,0.0,0.0,1.0,500.0,500.0,0.0,0.0,0.0,3.0,650.0,650.0,3.0,650.0,650.0,0.0,0.0,0.0,650.0,500.0,500.0,500.0,1.3,1.3,1.0,1.0,300.0,0.0,300.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,,,38.0157488,-121.0138807,Bellota Substation,1.0,exact,publicqueuereport.xlsx+cluster15.xlsx,2026-09-14,8eb6c6f,2026-09-14T20:14:26Z
GATES MIDWAY,GATES-MIDWAY,KINGS,PGAE,CA,1.0,500.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1510.0,1250.0,3.0,950.0,950.0,0.0,0.0,0.0,650.0,0.0,500.0,500.0,1.9,3.02,,1.0,400.0,0.0,400.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,,,35.77214015,-119.78898035,Gates Substation | Midway Substation,1.0,line-midpoint,publicqueuereport.xlsx+cluster15.xlsx,2026-09-14,8eb6c6f,2026-09-14T20:14:26Z
BEATTY,BEATTY,NYE,GLW,NV,1.0,500.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1777.3,1350.0,3.0,1777.3,1350.0,2.0,1350.0,1350.0,0.0,0.0,500.0,500.0,2.7,3.55,0.0,1.0,500.0,0.0,500.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,,,36.16197,-115.9499389,median of located nodes in NV NYE,0.3,county-centroid,publicqueuereport.xlsx+cluster15.xlsx,2026-09-14,8eb6c6f,2026-09-14T20:14:26Z
SPRINGVILLE,SPRINGVILLE SUBSTATION,TULARE,SCE,CA,1.0,460.0,345.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1652.0,1164.512,3.0,630.0,630.0,0.0,0.0,0.0,0.0,0.0,460.0,345.0,1.83,3.59,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,,,36.1079723,-118.9381572,Springville Substation,1.0,exact,publicqueuereport.xlsx+cluster15.xlsx,2026-09-14,8eb6c6f,2026-09-14T20:14:26Z
BOULEVARD EAST,BOULEVARD EAST SUBSTATION,SAN DIEGO,SDGE,CA,3.0,413.8,349.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,649.38,130.0,2.0,151.88,80.0,0.0,0.0,0.0,309.38,0.0,413.8,349.0,0.23,1.57,,1.0,131.6,0.0,131.6,0.0,131.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,,,32.90258,-117.1167373,median of located nodes in CA SAN DIEGO,0.3,county-centroid,publicqueuereport.xlsx+cluster15.xlsx,2026-09-14,8eb6c6f,2026-09-14T20:14:26Z
ETIWANDA,ETIWANDA SUBSTATION,SAN BERNARDINO,SCE,CA,1.0,400.0,400.0,1.0,12.5,12.5,1.0,100.0,100.0,5.0,2927.0,2100.0,2.0,1850.0,1850.0,0.0,0.0,0.0,550.0,12.5,412.5,412.5,3.61,5.71,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,,,34.7816824,-117.3693963,median of located nodes in CA SAN BERNARDINO,0.3,county-centroid,publicqueuereport.xlsx+cluster15.xlsx,2026-09-14,8eb6c6f,2026-09-14T20:14:26Z
MANDALAY,MANDALAY SWITCHYARD,VENTURA,SCE,CA,1.0,400.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,400.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,,,34.2077559,-119.2468823,Mandalay Switchyard,1.0,exact,publicqueuereport.xlsx+cluster15.xlsx,2026-09-14,8eb6c6f,2026-09-14T20:14:26Z
EL NIDO,EL NIDO SUBSTATION,LOS ANGELES,PGAE,CA,1.0,400.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,380.0,341.89,1.0,150.0,150.0,0.0,0.0,0.0,0.0,0.0,400.0,400.0,0.38,0.95,,1.0,400.0,400.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,0.0,1.0,72.4,,,0,,,34.47440665,-118.2627298,median of located nodes in CA LOS ANGELES,0.3,county-centroid,publicqueuereport.xlsx+cluster15.xlsx,2026-09-14,8eb6c6f,2026-09-14T20:14:26Z
SUNCREST OCOTILLO,SUNCREST - OCOTILLO,SAN DIEGO,SDGE,CA,1.0,400.0,313.91928,0.0,0.0,0.0,0.0,0.0,0.0,2.0,607.9,0.0,1.0,400.0,0.0,0.0,0.0,0.0,607.9,0.0,400.0,313.91928,0.0,1.52,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,,,32.8087648,-116.68306,Suncrest Substation,0.7,line-one-end,publicqueuereport.xlsx+cluster15.xlsx,2026-09-14,8eb6c6f,2026-09-14T20:14:26Z
LAMBIE,LAMBIE SWITCHING STATION,SOLANO,PGAE,CA,1.0,400.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,409.0,400.0,1.0,400.0,400.0,0.0,0.0,0.0,400.0,0.0,400.0,400.0,1.0,1.02,,2.0,800.0,400.0,400.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,,,38.2214947,-121.8669216,Lambie Substation,1.0,exact,publicqueuereport.xlsx+cluster15.xlsx,2026-09-14,8eb6c6f,2026-09-14T20:14:26Z
RIO OSO,RIO OSO SUBSTATION,SUTTER,PGAE,CA,0.0,0.0,0.0,1.0,400.0,0.0,0.0,0.0,0.0,5.0,1020.0,350.0,1.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,400.0,0.0,,2.55,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,,,38.9351998,-121.4667925,Rio Oso Substation,1.0,exact,publicqueuereport.xlsx+cluster15.xlsx,2026-09-14,8eb6c6f,2026-09-14T20:14:26Z
VESTAL,VESTAL SUBSTATION,TULARE,SCE,CA,2.0,400.0,400.0,0.0,0.0,0.0,1.0,300.0,240.0,7.0,1759.0,713.1700000000001,0.0,0.0,0.0,0.0,0.0,0.0,400.0,0.0,400.0,400.0,0.0,2.51,,1.0,100.0,74.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,,,35.8412308,-119.0846351,Vestal Substation,1.0,exact,publicqueuereport.xlsx+cluster15.xlsx,2026-09-14,8eb6c6f,2026-09-14T20:14:26Z
LITEHIPE,LITEHIPE SUBSTATION,LOS ANGELES,SCE,CA,1.0,400.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,400.0,0.0,0.0,,1.0,400.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,,,34.47440665,-118.2627298,median of located nodes in CA LOS ANGELES,0.3,county-centroid,publicqueuereport.xlsx+cluster15.xlsx,2026-09-14,8eb6c6f,2026-09-14T20:14:26Z
LA CIENEGA,LA CIENEGA SUBSTATION,LOS ANGELES,SCE,CA,1.0,400.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,580.0,580.0,1.0,500.0,500.0,0.0,0.0,0.0,80.0,0.0,400.0,400.0,1.25,1.45,,1.0,400.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,,,34.0006667,-118.3784687,La Cienega Substation,1.0,exact,publicqueuereport.xlsx+cluster15.xlsx,2026-09-14,8eb6c6f,2026-09-14T20:14:26Z
QUINTO FINK,QUINTO SW STA- FINK SW STA,STANISLAUS,PGAE,CA,0.0,0.0,0.0,1.0,400.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,400.0,400.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,,,37.26521925,-121.1207559,Quinto Substation | Fink Switching Station,1.0,line-midpoint,publicqueuereport.xlsx+cluster15.xlsx,2026-09-14,8eb6c6f,2026-09-14T20:14:26Z
RANCHO SECO BELLOTA,RANCHO SECO-BELLOTA #1,SAN JOAQUIN,PGAE,CA,1.0,350.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350.0,350.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,,,38.1799786,-121.06887425,Rancho Seco Substation | Bellota Substation,1.0,line-midpoint,publicqueuereport.xlsx+cluster15.xlsx,2026-09-14,8eb6c6f,2026-09-14T20:14:26Z
RECTOR,RECTOR SUBSTATION,TULARE,SCE,CA,2.0,350.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,750.0,701.56,2.0,650.0,650.0,0.0,0.0,0.0,250.0,0.0,350.0,350.0,1.86,2.14,,2.0,550.0,350.0,200.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,,,36.3038123,-119.2451574,Rector Substation,1.0,exact,publicqueuereport.xlsx+cluster15.xlsx,2026-09-14,8eb6c6f,2026-09-14T20:14:26Z
LATHROP,LATHROP,NYE,GLW,NV,0.0,0.0,0.0,1.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,,,36.16197,-115.9499389,median of located nodes in NV NYE,0.3,county-centroid,publicqueuereport.xlsx+cluster15.xlsx,2026-09-14,8eb6c6f,2026-09-14T20:14:26Z
INNOVATION DESERT VIEW,INNOVATION-DESERT VIEW,CLARK,GLW,NV,1.0,350.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350.0,350.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,,,36.5822326,-115.9473218,Innovation Substation,0.7,line-one-end,publicqueuereport.xlsx+cluster15.xlsx,2026-09-14,8eb6c6f,2026-09-14T20:14:26Z
METCALF,METCALF,SANTA CLARA,PGAE,CA,1.0,350.0,350.0,0.0,0.0,0.0,1.0,75.0,75.0,2.0,310.07,310.07,1.0,60.07,60.07,1.0,60.07,60.07,0.0,0.0,350.0,350.0,0.14,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,,,0,,,37.2255899,-121.7439528,Metcalf Substation,1.0,exact,publicqueuereport.xlsx+cluster15.xlsx,2026-09-14,8eb6c6f,2026-09-14T20:14:26Z
BIRDS LANDING,BIRDS LANDING,SOLANO,PGAE,CA,3.0,206.8,92.0,1.0,104.8,0.0,2.0,350.0,0.0,11.0,1481.3400000000001,690.0,2.0,300.0,300.0,0.0,0.0,0.0,450.0,104.8,311.6,92.0,3.26,2.24,1.0,1.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,,,38.1247013,-121.8301278,Birds Landing Switching Station,1.0,exact,publicqueuereport.xlsx+cluster15.xlsx,2026-09-14,8eb6c6f,2026-09-14T20:14:26Z
VIEJO,VIEJO,ORANGE,SCE,CA,1.0,300.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1000.0,1000.0,1.0,1000.0,1000.0,1.0,1000.0,1000.0,0.0,0.0,300.0,300.0,3.33,3.33,0.0,1.0,300.0,300.0,0.0,0.0,0.0,1.0,0.0,2.0,0.5,0.0,1.0,0.5,,,0,,,33.666879,-117.6424464,Viejo Substation,1.0,exact,publicqueuereport.xlsx+cluster15.xlsx,2026-09-14,8eb6c6f,2026-09-14T20:14:26Z
MUSTANG,MUSTANG SWITCHING STATION,KINGS,PGAE,CA,1.0,300.0,300.0,0.0,0.0,0.0,2.0,450.0,300.0,4.0,703.3,297.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,0.0,300.0,300.0,0.0,0.94,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0,,,35.3040221,-120.6580681,Mustang Substation (75),1.0,exact,publicqueuereport.xlsx+cluster15.xlsx,2026-09-14,8eb6c6f,2026-09-14T20:14:26Z
INNOVATION,INNOVATION SUBSTATION,CLARK/NYE,GLW,NV,1.0,300.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,503.307,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,300.0,0.0,1.68,,1.0,45.0,0.0,45.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,,,36.5822326,-115.9473218,Innovation Substation,1.0,exact,publicqueuereport.xlsx+cluster15.xlsx,2026-09-14,8eb6c6f,2026-09-14T20:14:26Z
BITTERWATER,BITTERWATER SW STA,KERN,PGAE,CA,0.0,0.0,0.0,1.0,300.0,0.0,0.0,0.0,0.0,1.0,200.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,,0.67,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,AVAILABLE,New 230 kV switching station designed with future expansion capability [2026-01-15],35.124694,-119.298414,"CAISO notice 2026-01-15: Bitterwater 230 kV Sw Sta 35°7'28.90""N 119°17'54.29""W",1.0,override,publicqueuereport.xlsx+cluster15.xlsx,2026-09-14,8eb6c6f,2026-09-14T20:14:26Z
SCE OWNED ELDORADO,SCE OWNED ELDORADO BUS,CLARK,SCE,NV,1.0,300.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,506.8,20.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,0.0,300.0,300.0,0.0,1.69,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,,,35.7973353,-115.0115455,median of located nodes in NV CLARK,0.3,county-centroid,publicqueuereport.xlsx+cluster15.xlsx,2026-09-14,8eb6c6f,2026-09-14T20:14:26Z
GATES TEMPLETON,GATES-TEMPLETON,KINGS,PGAE,CA,1.0,300.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,850.0,675.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,300.0,0.0,2.83,,1.0,15.0,0.0,15.0,0.0,15.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0,,,35.848192999999995,-120.40301410000001,Gates Substation | Templeton,1.0,line-midpoint,publicqueuereport.xlsx+cluster15.xlsx,2026-09-14,8eb6c6f,2026-09-14T20:14:26Z
ANTELOPE VALLEYSUBSTATION,ANTELOPE VALLEYSUBSTATION,LOS ANGELES,SCE,CA,1.0,300.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,300.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,,,34.47440665,-118.2627298,median of located nodes in CA LOS ANGELES,0.3,county-centroid,publicqueuereport.xlsx+cluster15.xlsx,2026-09-14,8eb6c6f,2026-09-14T20:14:26Z
WHEELER RIDGE,WHEELER RIDGE,KERN,PGAE,CA,1.0,300.0,300.0,0.0,0.0,0.0,2.0,300.0,92.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,300.0,300.0,0.0,0.03,,1.0,600.0,0.0,600.0,0.0,600.0,0.0,0.0,3.0,17.4,7.2,2.2,41.0,,,0,,,35.0890917,-118.975825,Wheeler Ridge Substation,1.0,exact,publicqueuereport.xlsx+cluster15.xlsx,2026-09-14,8eb6c6f,2026-09-14T20:14:26Z
ARCO MIDWAY,ARCO-MIDWAY,KERN,PGAE,CA,0.0,0.0,0.0,2.0,300.0,300.0,0.0,0.0,0.0,1.0,300.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,300.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,,,35.4029429,-119.4522985,Midway Substation,0.7,line-one-end,publicqueuereport.xlsx+cluster15.xlsx,2026-09-14,8eb6c6f,2026-09-14T20:14:26Z
WESTLY QUINTO,WESTLY-QUINTO,STANISLAUS,PGAE,CA,1.0,300.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,300.0,0.0,0.0,,1.0,300.0,210.0,0.0,0.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,,,37.119984,-121.0689671,Quinto Substation,0.7,line-one-end,publicqueuereport.xlsx+cluster15.xlsx,2026-09-14,8eb6c6f,2026-09-14T20:14:26Z
OCOTILLO,OCOTILLO SWITCHYARD,IMPERIAL,SDGE,CA,1.0,265.44,238.989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,265.44,238.989,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,,,32.7179069,-115.7155553,median of located nodes in CA IMPERIAL,0.3,county-centroid,publicqueuereport.xlsx+cluster15.xlsx,2026-09-14,8eb6c6f,2026-09-14T20:14:26Z
WEBER,WEBER,SAN JOAQUIN,PGAE,CA,1.0,260.0,260.0,0.0,0.0,0.0,2.0,45.0,45.0,1.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,260.0,260.0,0.0,0.08,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,17.0,37.4,0.8,22.1,122.3,,,0,,,37.7770366,-121.31472865,median of located nodes in CA SAN JOAQUIN,0.3,county-centroid,publicqueuereport.xlsx+cluster15.xlsx,2026-09-14,8eb6c6f,2026-09-14T20:14:26Z
ELDORADO,ELDORADO SUBSTATION,CLARK,SCE,NV,1.0,250.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,10697.0,2000.0,1.0,500.0,500.0,1.0,500.0,500.0,392.0,0.0,250.0,250.0,2.0,42.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,,,35.7973353,-115.0084794,Eldorado Substation,1.0,exact,publicqueuereport.xlsx+cluster15.xlsx,2026-09-14,8eb6c6f,2026-09-14T20:14:26Z
KASSON,KASSON,SAN JOAQUIN,PGAE,CA,0.0,0.0,0.0,1.0,250.0,250.0,0.0,0.0,0.0,1.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,250.0,250.0,0.0,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,,,37.7457866,-121.3413843,Kasson Substation,1.0,exact,publicqueuereport.xlsx+cluster15.xlsx,2026-09-14,8eb6c6f,2026-09-14T20:14:26Z
