@id,@type,@lat,@lon,name,voltage,operator,substation
850492495,way,37.5951588,-120.8468097,Hughson Substation,115000,Turlock Irrigation District,minor_distribution
850515578,way,37.4189560,-120.8490740,Hilmar Substation,,Turlock Irrigation District,distribution
859725891,way,33.9256409,-116.9876261,Edison Dylan Substation,115000,Southern California Edison,transmission
863391527,way,34.2073713,-116.3690148,Nugget Substation,33000;25000,Southern California Edison,distribution
865190320,way,37.7005872,-121.7334824,Las Positas Substation,230000,Pacific Gas and Electric Company,
873098676,way,39.7302615,-121.7963060,Notre Dame Substation,115000,Pacific Gas and Electric Company,distribution
876403378,way,41.8814137,-123.8646538,Patrick's Creek Substation,115000,,
884225176,way,38.0157488,-121.0138807,Bellota Substation,230000,Pacific Gas and Electric Company,transmission
885906120,way,39.1698803,-121.6610022,Pease Substation,115000,Pacific Gas and Electric Company,distribution
888505628,way,37.5746906,-121.8659990,Calaveras Substation,115000,San Francisco Public Utilities Commission,
893296457,way,35.8336156,-115.0115455,Sloan Canyon Switchyard,230000,,transmission
896330856,way,40.1713705,-121.0853040,Big Meadows Substation,115000;60000,,
896565296,way,40.8799250,-121.7196168,Burney Forest Products,,Pacific Gas and Electric Company,industrial
897214643,way,40.4099581,-120.6419115,Milwood Substation,60000,Lassen Municipal Utility District,
910086725,way,34.0864261,-118.3206753,Gower Substation,,,yes
912590236,way,34.0497894,-118.4114306,DWP Sub B,,,
913007447,way,32.8817496,-117.2298523,I-5 Switch Station,,,
916400626,way,36.3267733,-119.4390715,Goshen Substation,66000;12000,Southern California Edison,distribution
917508444,way,33.7468698,-116.9757077,Hemet Substation,,Southern California Edison,
918508128,way,36.0087300,-115.6311190,Sandy Valley Substation,138000,Valley Electric Association,
934956976,way,33.3742870,-117.5548397,Japanese Mesa Substation,,,
935140048,way,32.8401079,-117.2753524,La Jolla Substation,69000,San Diego Gas & Electric,distribution
935151028,way,36.2932074,-115.2954036,Elkhorn Substation,138000,,
935670738,way,32.6081616,-117.0945795,Bay Boulevard Substation,230000;69000,San Diego Gas & Electric,transmission
937497089,way,33.9779973,-117.3701875,Riverside Electrical Substation,66000,Riverside Public Utilities,distribution
940918950,way,32.5621903,-117.0266922,Electric Substation,,,
941197139,way,40.8785498,-117.1528576,Valmy Substation,345000;115000,,transmission
954128650,way,36.3574697,-119.3128000,Riverway Substation,66000;12000,Southern California Edison,distribution
954456538,way,36.3296996,-119.2790526,Visalia Substation,66000;12000,Southern California Edison,distribution
955156230,way,36.0671895,-119.0345727,Porterville Substation,66000;12000,Southern California Edison,distribution
964460924,way,39.5395079,-122.2630176,Logan Creek Substation,230000,Pacific Gas and Electric Company,distribution
968247269,way,38.3745453,-121.4527759,Franklin Substation,230000,Sacramento Municipal Utility District,transmission
968633445,way,37.5600754,-118.6747660,Sherwin Substation,115000,,transmission
969872104,way,32.5284780,-117.0138789,CFE Tijuana I,,Comisión Federal de Electricidad,
970415842,way,42.1613852,-121.7911632,Snow Goose Substation,500000;230000,,transmission
972388469,way,34.1024764,-117.5451350,Arbors Substation,66000,,
973117167,way,38.0420939,-122.7866533,Olema Sub,60000;12000,Pacific Gas and Electric Company,distribution
973121627,way,37.9411985,-122.7062054,Bolinas Sub,60000;12000,Pacific Gas and Electric Company,distribution
973123697,way,38.0548563,-122.7598921,Tocaloma Sub,60000;4000,Pacific Gas and Electric Company,distribution
973124783,way,37.8940427,-122.1787224,Las Aromas Substation,12000;4000,Pacific Gas and Electric Company,minor_distribution
977743635,way,34.1555420,-117.4325252,Falcon Ridge Substation,66000,Southern California Edison,
986830922,way,33.5151775,-116.7885330,Lake Riverside Substation,34000,,
986835505,way,37.8364445,-122.2201850,Florence Substation,,Pacific Gas and Electric Company,distribution
987276818,way,38.7308716,-121.3652745,Walerga PFE Substation,69000,Sacramento Municipal Utility District,minor_distribution
995970501,way,33.9988922,-117.3488828,Hunter Substation,66000,Riverside Public Utilities,
996924660,way,42.1207916,-122.5477731,Green Springs Substation,,PacifiCorp,minor_distribution
997557146,way,36.6006752,-118.0725652,Distribution Station 154,,,
1000692522,way,41.3335776,-120.1183754,Eagleville Substation,69000,,
1000692526,way,41.4418853,-120.1483653,Steamboat Substation,69000,,
1001275284,way,41.8458254,-120.1678032,Fort Bidwell Substation,69000,,
1001275289,way,41.6135290,-120.1819395,Lake City Substation,69000,,
1002115072,way,41.9533514,-121.4714162,Tule Lake Substation,69000,,
1006618935,way,37.7447316,-121.8578410,North Dublin Substation,230000,Pacific Gas and Electric Company,
1006624965,way,37.7385208,-121.7712233,Cayetano Substation,230000,Pacific Gas and Electric Company,
1016483141,way,36.4860750,-118.8356538,Kaweah 3 Substation,66000,Southern California Edison,generation
1019311460,way,33.8794982,-118.2481835,Edison Jersey Substation,66000,Southern California Edison,
1022984358,way,33.2472601,-116.6759808,Warner Substation,69000,San Diego Gas & Electric,
1024712279,way,34.0936065,-117.6501014,Upland Substation,66000;4160,Southern California Edison,
1024994823,way,37.8082866,-121.2880730,Louise Substation,60000,Pacific Gas and Electric Company,minor_distribution
1024994836,way,37.7978669,-121.2741906,Vierra Substation,115000,Pacific Gas and Electric Company,distribution
1027073986,way,36.4613805,-118.8798834,Kaweah 2 Substation,66000,Southern California Edison,generation
1028521626,way,37.3076199,-121.8803304,Paralleling Station 7,,Caltrain,traction
1028522822,way,37.3460776,-121.9208217,Traction Power Facility 2,115000;25000,Caltrain,traction
1028556921,way,37.3787202,-122.0316538,Paralleling Station 6,,Caltrain,traction
1028561169,way,37.4267967,-122.1382112,Paralleling Station 5,,Caltrain,traction
1028562072,way,37.5369788,-122.2968015,Paralleling Station 4,,Caltrain,traction
1028563552,way,37.5899840,-122.3677950,Paralleling Station 3,,Caltrain,traction
1028572730,way,37.6565442,-122.4048633,Traction Power Facility 1,115000;25000,Caltrain,traction
1028573276,way,37.7094241,-122.4015557,Paralleling Station 2,,Caltrain,traction
1028573893,way,37.7644433,-122.3934747,Paralleling Station 1,,Caltrain,traction
1037240847,way,35.0142018,-118.9775577,Wind Gap Substation,,,
1039239470,way,37.4689833,-122.4302864,Half Moon Bay Substation,60000,Pacific Gas and Electric Company,
1040139791,way,36.4143345,-119.1890423,Venice Hill Substation,66000;12000,Southern California Edison,distribution
1040353714,way,36.4146125,-119.2967048,Chatham Substation,66000;12000,Southern California Edison,distribution
1052321299,way,34.1013056,-117.3682977,Rialto Substation,33000;12000;4160,,
1057780465,way,36.2829726,-119.3320361,Liberty Substation,66000;12000,Southern California Edison,distribution
1058284417,way,36.6319342,-120.8786523,Las Aguilas Switching Station,230000,Pacific Gas and Electric Company,generation
1058324264,way,37.0186152,-120.9759240,Padre Flat Substation,230000,,generation
1058982567,way,40.2693221,-121.0881158,Hamilton Branch Substation,60000,,
1059210744,way,37.2386068,-121.7907606,Santa Teresa Substation,115000,Pacific Gas and Electric Company,transmission
1059572038,way,41.2166519,-117.1811742,Rabbit Creek Substation,115000,,
1059983334,way,38.3315645,-120.6697458,Electra Substation,230000,Pacific Gas and Electric Company,generation
1060166266,way,36.3867368,-119.0263549,Lemon Cove Substation,66000;12000,Southern California Edison,distribution
1060956895,way,37.7334623,-122.4305302,Substation M,,Pacific Gas and Electric Company,distribution
1060958057,way,37.7613360,-122.4664798,Station N,,Pacific Gas and Electric Company,distribution
1066716356,way,36.3419044,-119.5928919,Mascot Substation,66000;12000,Southern California Edison,distribution
1068801785,way,36.3415654,-119.3671413,Oak Grove Substation,66000;12000,Southern California Edison,distribution
1070740656,way,33.2858815,-116.9586686,Rincon Substation,69000,San Diego Gas & Electric,
1072883354,way,34.0600782,-117.3066348,Century Substation,66000,City of Colton Electric Utility,minor_distribution
1073712188,way,39.5559229,-119.4355401,Chukar,120000,,transmission
1076393874,way,36.4534837,-118.8879297,Three Rivers Substation,66000;12000,Southern California Edison,distribution
1076393877,way,36.4650781,-118.8620255,Kaweah 1 Substation,66000,Southern California Edison,generation
1079363196,way,37.9094186,-122.3068847,Waldo Substation,,Pacific Gas and Electric Company,
1081705952,way,37.7368900,-122.3769706,Hunters Point Substation,115000,Pacific Gas and Electric Company,transmission
1081720082,way,37.8076265,-122.4145321,Beach Street Substation,,Pacific Gas and Electric Company,
1081724559,way,37.8035663,-122.4329689,Marina Substation,,Pacific Gas and Electric Company,
1083296845,way,35.6017701,-119.4387454,Highway 46 Substation,115000,Pacific Gas and Electric Company,
1086573549,way,35.9567425,-115.1622941,Larson Substation,138000,NV Energy,
1091125495,way,40.1825409,-122.2447371,Red Bluff Substation,,,
1094966789,way,38.4449851,-121.8262386,Dixon Substation,60000,Pacific Gas and Electric Company,minor_distribution
1099466026,way,33.8659336,-118.3484581,Perry Substation,,,
1105169016,way,34.8569106,-114.6260832,Murl L. Shaver Substation,69000,Needles Public Utilites Authority,
1105679305,way,34.0735394,-117.4293156,Thrive Fontana Substation,66000,Southern California Edison,distribution
1105686723,way,34.2403082,-116.9103781,Village Substation,34000,Bear Valley Electric Service Company,yes
1105687109,way,34.2653898,-116.8495881,Bear City Substation,34000,Bear Valley Electric Service Company,yes
1105973965,way,34.8505524,-114.6196901,Bill Yoney Substation,69000,Needles Public Utilites Authority,
1119290406,way,38.5862246,-121.4732190,Station E,115000,Sacramento Municipal Utility District,transmission
1119377093,way,32.6610518,-115.4958779,Río Nuevo,161000;13800,,distribution
1119377107,way,32.6400813,-115.4543607,Nacozari,161000;13800,,distribution
1119377109,way,32.6345826,-115.4183257,Skyworks,161000,,industrial
1122160434,way,40.9946029,-118.1436809,Blue Mountain Substation,,,
1128122696,way,41.7730531,-124.2078825,Belmont Substation,69000,,
1131099802,way,40.9343009,-117.7464607,Grass Valley Substation,115000,NV Energy,
1133259828,way,41.2152582,-117.2457041,Getchell Substation,,,
1149027270,way,33.6936306,-117.8675028,Fairview Substation,,Southern California Edison,distribution
1149477447,way,34.4866088,-118.5139284,Haskell Canyon Switching Station,230000,Los Angeles Department of Water and Power,transmission
1150854111,way,37.8712199,-122.0461114,Robles Substation,,Pacific Gas and Electric Company,minor_distribution
1151662292,way,33.8587402,-117.4407298,El Sobrante Substation,33000,Southern California Edison,minor_distribution
1154090289,way,38.4807756,-120.8450034,Plymouth Substation,60000,Pacific Gas and Electric Company,minor_distribution
1154710859,way,37.7873910,-122.3938177,Embarcadero Substation,230000,Pacific Gas and Electric Company,transmission
1155632040,way,38.0173130,-121.8466103,Delta Energy Center,230000,,generation
1155654407,way,37.9461825,-121.7597517,Lone Tree Substation,230000,Pacific Gas and Electric Company,
1155671644,way,37.6725183,-121.8595230,Radium Substation,,Pacific Gas and Electric Company,
1157350994,way,41.8517797,-124.1479949,Lake Earl Substation,69000,,
1159284789,way,38.4454052,-121.4617855,Carson Ice,69000,Sacramento Municipal Utility District,generation
1160790993,way,34.1361743,-116.1802469,Hi Desert substation,115000;33000;25000,Southern California Edison,distribution
1163383415,way,36.2397372,-119.4753163,Laurel Substation,66000;12000,Southern California Edison,distribution
1163941020,way,34.8435196,-114.6185198,Needles Substation,69000,Needles Public Utility Authority,distribution
1164918125,way,35.3620874,-118.9232947,Magunden Substation,,Pacific Gas and Electric Company,distribution
1164927149,way,36.0519261,-119.3043615,Tipton Substation,66000;12000,Southern California Edison,distribution
1164927150,way,36.0805531,-119.1791685,Woodville Substation,66000;12000,Southern California Edison,distribution
1164927151,way,36.3427378,-119.3920883,Elcans Substation,66000,Southern California Edison,industrial
1164927152,way,36.2049934,-119.3410468,Dairymans Substation,66000,Southern California Edison,industrial
1164927153,way,36.1854317,-119.3341690,Protein Substation,66000,Southern California Edison,industrial
1164927154,way,36.1669553,-119.2068475,Bliss Substation,66000;12000,Southern California Edison,distribution
1164927155,way,36.2043193,-119.0920145,Lindsay Substation,66000;12000,Southern California Edison,distribution
1164927159,way,36.1460141,-119.0577663,Strathmore Substation,66000;12000,Southern California Edison,distribution
1164927160,way,36.1313703,-119.3292546,Lourich Substation,66000,Southern California Edison,industrial
1164927161,way,36.1238926,-119.3944775,Octol Substation,66000;12000,Southern California Edison,distribution
1168128542,way,38.3155347,-122.6811305,Penngrove Substation,110000,Pacific Gas and Electric,minor_distribution
1169210365,way,34.1525818,-117.2314919,San Manuel Substation,66000,,
1169508739,way,40.4237056,-120.6545373,Chestnut 1 Substation,60000,Lassen Municipal Utility District,
1170451500,way,39.5194348,-119.4764170,Wildhorse,120000,,transmission
1178707684,way,40.5412112,-118.2672340,Thunder Mountain Substation,,,transmission
1180910602,way,37.9632356,-122.0079700,Babel Substation,,Pacific Gas and Electric Company,
1180910603,way,37.9868020,-122.0403362,Gill Substation,,Pacific Gas and Electric Company,
1181446578,way,40.3354209,-118.2739860,Oreana Substation,120000,,
1181455934,way,36.2651899,-115.0613649,"Ryze Renewables Las Vegas, LLC",69000,,industrial
1188009740,way,40.8779124,-123.9945999,Ultra Power Substation,,PG&E,
1188009742,way,40.8798024,-123.9805789,Blue Lake Substation,,Pacific Gas and Electric Company,
1188009744,way,40.9057399,-124.0344206,Essex Substation,,PG&E,
1189816829,way,38.0845559,-122.2578038,A912,,,yes
1193280942,way,35.6016192,-119.5799622,Goose Lake Substation,,Pacific Gas and Electric Company,
1194038329,way,32.6275061,-114.5357074,Orchard Substation,230000;69000,,
1195224306,way,38.1068656,-122.2766572,783,,,
1195224316,way,38.1007112,-122.2701689,493,,,
1196886988,way,35.3445281,-113.9060769,Grey Hawk Solar Substation,69000,,generation
1198088381,way,35.1808505,-113.8020810,Hualapi Substation,69000,,
1208688071,way,38.5175930,-121.9511473,Winters,60000,Pacific Gas and Electric Company,
1210134387,way,32.7052724,-114.6660477,Cocopah Substation,69000,,
1210796733,way,38.3901781,-121.3532196,Waterman-Grant Line Substation,69000,Sacramento Municipal Utility District,minor_distribution
1211015649,way,32.3696453,-117.0664904,Subestación Presidente Juárez,230000;115000,,generation;transmission
1215491987,way,40.9454002,-117.7153547,Winnemucca Substation,115000,NV Energy,distribution
1217911215,way,39.4951059,-119.4380139,Comstock Meadows,120000,,transmission
1217914905,way,39.4979417,-119.4329116,Google Data Center,120000,,industrial
1219765681,way,32.7388794,-114.6334795,Winterhaven Substation,34500,,
1220576033,way,38.5845050,-121.4968511,Station G,115000,Sacramento Municipal Utility District,transmission
1220577827,way,38.5634670,-121.4645646,Mid City Substation,115000,Sacramento Municipal Utility District,transmission
1221495142,way,34.0779082,-117.4881665,Declez Substation,66000,Southern California Edison,
1223943572,way,34.8060904,-118.3249200,Polaris Substation,,AES,generation
1223950431,way,34.6048033,-117.4498054,Hamlin Substation,230000,AES,generation
1225317177,way,41.7442676,-118.2065163,Kings River Substation,,,
1234169495,way,32.6176927,-114.6186118,Waldrip Substation,69000,,
1234453878,way,32.6924003,-114.5307255,Sanguinetti Substation,69000,,
1234453887,way,32.6982861,-114.5964395,Yuma Palms Temp Substation,69000,,
1234453889,way,32.7025685,-114.6208247,Quechan Substation,69000,,
1234483709,way,32.7370556,-114.5130013,Mittry Substation,69000,,
1235732695,way,37.4749000,-121.1782869,Rogers Substation,115000,Turlock Irrigation District,minor_distribution
1238714293,way,36.1440258,-115.2153786,Lindell Substation,69000,NV Energy,
1239524760,way,41.4879510,-120.5859538,Goose Lake Substation,69000,,
1239557254,way,41.0913415,-121.1788353,Muck Valley Substation,69000,,
1239557255,way,41.1328138,-121.1376206,Big Valley Lumber Company Substation,69000,,
1239737160,way,40.9608721,-120.5034728,Madeline Substation,69000,,
1239737164,way,41.3699128,-120.5395976,Likely Substation,69000,,
1242725090,way,37.8275395,-122.3679053,Treasure Island Switchyard,12000,San Francisco Public Utilities Commission,distribution
1243592491,way,37.7802003,-122.4665909,Richmond Substation,,Pacific Gas and Electric Company,
1244213586,way,36.7780639,-119.6742071,Airways Substation,115000,,
1246640082,way,37.7997374,-122.2145371,PG&E Boston Substation,,Pacific Gas and Electric Company,
1247729969,way,39.0517758,-121.6961989,Sutter Substation,230000,Western Area Power Administration,generation
1247827172,way,38.5675117,-121.5688827,Post Substation,115000,Pacific Gas and Electric Company,minor_distribution
1248907781,way,33.6995717,-116.2429051,Avenue #48 Substation,92000,Imperial Irrigation District,yes
1249384484,way,34.0271630,-117.1112756,Tennessee Substation,66000,,
1249384490,way,34.0601316,-117.1766220,Redlands Substation,66000,,
1249384509,way,34.0632768,-117.1207471,Mentone Substation,115000,,
1253848635,way,36.0578081,-115.0079737,Google Data Center,230000,,industrial
1256348450,way,39.7606558,-121.6188800,Paradise Substation,115000,Pacific Gas and Electric Company,transmission
1257085914,way,39.6707122,-120.2479947,Cemetery Substation,60000,,minor_distribution
1265261716,way,37.6423274,-121.0430316,Rosemore Substation,230000,Modesto Irrigation District,distribution
1266298474,way,37.5323110,-121.2593418,Ingram Creek Substation,115000,Pacific Gas and Electric Company,distribution
1266650815,way,37.7104390,-121.4899411,Schulte Switching Station,115000,Pacific Gas and Electric Company,transmission
1271276985,way,37.8087838,-121.2765337,Howland Road Substation,115000,Pacific Gas and Electric Company,minor_distribution
1272055892,way,37.7315501,-121.1154004,Ripon Cogen,,,generation
1272093749,way,37.8564378,-120.9122468,Riverbank Switching Station,115000,Pacific Gas and Electric Company,switching
1272201645,way,37.3763503,-121.9509727,Kifer Receiving Station,115000;60000,Silicon Valley Power,
1272854599,way,37.7691581,-120.9077251,Riverbank Substation,115000,Pacific Gas and Electric Company,distribution
1273559791,way,36.4301332,-121.3325147,Soledad Substation,115000;60000,,
1274243304,way,40.5193398,-122.3158655,Airport Substation,230000,Redding Electric Utility,transmission
1274244401,way,40.7151239,-122.4212108,Shasta Substation,230000,Western Area Power Administration,generation
1275346020,way,40.7022808,-122.9248609,Weaverville Substation,60000,Western Area Power Administration,minor_distribution
1275427493,way,40.8829514,-121.7034941,Burney Forest Products,,Pacific Gas and Electric Company,
1276250545,way,38.3691227,-120.7967676,Martell Substation,60000,Pacific Gas and Electric Company,distribution
1278236495,way,38.2159051,-122.1123865,Cordelia Substation,115000,Pacific Gas and Electric Company,distribution
1279207485,way,38.5286079,-121.7522215,UC Davis Substation,115000,Pacific Gas and Electric Company,minor_distribution
1279994315,way,40.8879327,-121.6710537,Burney Substation,60000,,
1280011755,way,40.8014354,-121.4483431,Lost Creek 2 Substation,12000;60000,,
1280081494,way,37.5948646,-122.4888897,Pacifica Substation,,Pacific Gas and Electric Company,minor_distribution
1280084966,way,40.5880405,-121.0915911,Bogard Substation,60000,,
1280084969,way,40.7448686,-121.2779711,Halls Flat Substation,60000,Pacific Gas and Electric,
1280784113,way,41.7608120,-124.1634678,Redwood Substation,69000,,
1280784117,way,41.7660471,-124.1991484,North Crest Substation,69000,,
1280784119,way,41.8854131,-124.1405932,Smith River Substation,69000,,
1281063689,way,41.7329039,-124.0974379,Miller Redwood Substation,69000,,
1281073798,way,41.8482112,-123.9667356,Gasquet Substation,115000,,
1282256525,way,33.9608985,-117.4274578,Mountain View Substation,66000,,distribution
1283857401,way,33.9045635,-117.4666325,Kaiser Substation,66000,,
1284460715,way,33.8461224,-116.5051490,Farrell Substation,115000,,
1284485105,way,33.9326134,-116.5043748,Aventura Substation,33000;12000,,
1294858690,way,34.0769776,-117.5008010,Strip Substation,66000,Southern California Edison,industrial
1295086785,way,35.5002365,-119.1519574,Lerdo Sub,,Pacific Gas and Electric Company,yes
1295105100,way,34.1571863,-117.3390270,Muscoy Substation,33000;4160,Southern California Edison,
1295105128,way,34.1206866,-117.3103658,Mt. Vernon Substation,33000;4160,,
1295566516,way,33.9235344,-117.2847057,Outlaw P.T.,33000,,
1295566780,way,33.8042966,-117.5099655,Retreat P.T.,33000;12000,,
1295566781,way,33.8184501,-117.5178733,Fighter P.T.,33000;12000,,
1295566782,way,33.8289034,-117.5151551,Temescal P.T.,33000;12000;4160,,
1295566787,way,33.8400679,-117.5217114,Stroh P.T.,33000;4160,,
1296437629,way,40.4123756,-120.6609139,Richmond Substation,60000,Lassen Municipal Utility District,
1296437632,way,40.4144977,-120.7382960,Five Mile Substation,60000,Lassen Municipal Utility District,
1296448097,way,40.3682671,-120.2648492,Honey Lake Substation,60000,,
1296448099,way,40.3625562,-120.3997700,Lambert Lane Substation,60000,Lassen Municipal Utility District,
1296448102,way,40.3819162,-120.5745800,Johnstonville Substation,60000,Lassen Municipal Utility District,
1296517473,way,33.7268884,-117.8685656,Edinger Substation,12000;4160,Southern California Edison,yes
1296517614,way,33.7145093,-117.9205547,Talbert Substation,66000,Southern California Edison,
1302573502,way,39.0129723,-121.4185130,Wheatland Substation,60000,Pacific Gas and Electric Company,distribution
1304935570,way,37.6155148,-118.3973577,Zack Substation,55000,Southern California Edison,distribution
1347239766,way,33.3559044,-117.1122858,Monserate,33000,San Deigo Gas and Electric,generation
1354978003,way,37.8645452,-122.2588201,Berkeley T Substation,,Pacific Gas and Electric,
1357563547,way,38.4998097,-122.4591906,Silverado Substation,115000,Pacific Gas and Electric Company,distribution
1358123438,way,34.1629986,-118.8368810,Southern California Edison Thousand Oaks,,Southern California Edison,
1359675934,way,39.3682089,-122.2694681,Delevan Substation,230000,Pacific Gas and Electric,generation
1360059154,way,39.4807365,-119.9927125,Fleish,,NV Energy,generation
1360386256,way,39.8012393,-120.6448314,Mohawk Substation,60000,Plumas-Sierra Rural Electric Cooperative,distribution
1360820376,way,39.8196978,-120.3751382,Beckworth Substation,60000,Plumas-Sierra Rural Electric Cooperative,distribution
1360820378,way,39.7567211,-120.3709017,Marble Substation,60000,Plumas-Sierra Rural Electric Cooperative,distribution
1361074779,way,39.7988732,-120.1597325,Chilcoot Substation,60000,Plumas-Sierra Rural Electric Cooperative,minor_distribution
1361619040,way,39.6680790,-120.2430013,Loyalton Substation,60000,,distribution
1361888244,way,39.5935121,-120.3811605,Sierraville Substation,60000,Plumas-Sierra Rural Electric Cooperative,minor_distribution
1365274618,way,38.0246497,-121.9611930,Willow Pass Substation,115000;60000;21000;12000;7200;2400,Pacific Gas and Electric Company,distribution
1376883612,way,33.1371821,-116.2944821,Narrows Substation,,,
1377035989,way,32.5335193,-115.5113809,Subestación Cucapáh,400000;230000,Comisión Federal de Electricidad,
1377601421,way,37.6317461,-120.9742934,Sierra Substation,,Modesto Irrigation District,industrial
1378308338,way,39.4684690,-119.0627294,Lahontan,120000,,
1378700010,way,32.4185551,-114.7159660,Subestación maniobras combustión interna,230000,Comisión Federal de Electricidad,generation
1379614767,way,39.6461337,-120.2179443,Sierra Brooks Substation,,,distribution
1379614769,way,39.4703996,-120.1046587,Stampede Dam substation,,,generation
1387033933,way,37.7451592,-122.4528854,Portola Substation,,Pacific Gas and Electric Company,
1392439443,way,37.5225602,-120.8437080,Geer Substation,,Turlock Irrigation District,minor_distribution
1392456526,way,37.6858561,-121.0039123,Woodrow Station,,Modesto Irrigation District,
1394089883,way,39.7711429,-120.6177229,Greagle Substation,60000,Plumas-Sierra Rural Electric Cooperative,minor_distribution
1415297056,way,35.8404697,-115.4330604,Goodsprings Substation,,,
1416227982,way,32.5150224,-116.9939281,Subestacion 20 de Noviembre,,Comisión Federal de Electricidad,minor_distribution
1417656191,way,37.8850157,-122.2550790,Ridge Substation,12000;4000,Pacific Gas and Electric Company,distribution
1420630278,way,38.0446379,-122.2577096,Oleum Substation,115000,Pacific Gas and Electric Company,
1421928013,way,40.3128313,-120.4921391,Edgemont Substation,60000,,
1421928017,way,40.1552473,-120.3519267,Herlong Substation,60000,,
1421928018,way,40.1445097,-120.1703256,Patton Substation,60000,,
1421948086,way,40.2996733,-121.2448879,Collins Pine Company Substation,34500,,
1421948088,way,40.3025291,-121.2270228,Chester Substation,60000;34500,,
1421948093,way,40.2976012,-121.0180072,Mount Lassen Substation,60000,,
1421948094,way,40.2998877,-121.0015104,Westwood Substation,60000,,
1421948095,way,40.3469369,-120.9046164,Coppervale Substation,60000,,
1426769638,way,39.1293206,-123.7117919,Elk Substation,,Pacific Gas and Electric Company,
1427875340,way,37.4894735,-120.8380846,F Street Substation,,Turlock Irrigation District,minor_distribution
1430102610,way,37.3362735,-121.8781896,Markham Substation,115000,Pacific Gas and Electric Company,generation
1435254655,way,33.8136675,-116.5320704,Thornhill Substation,115000;12000,,distribution
1442517879,way,32.9025366,-114.4800364,Senator Wash Substation,69000,,
1450291623,way,34.6564195,-120.4523700,Lompoc Substation,115000,,distribution
1450406546,way,34.6035761,-120.4569457,Manville Substation,115000,Pacific Gas and Electric Company,distribution
1450794174,way,37.4363029,-121.1321119,Marshall Substation,69000,Turlock Irrigation District,distribution
1460196120,way,34.5041302,-114.3430678,Kiowa Substation,69000,UniSource Energy Services,
1462370333,way,37.9259073,-122.0714228,EBMUD,115000,East Bay Municipal Utility District,yes
1464397566,way,37.3155776,-121.0148952,Newman Substation,,Pacific Gas and Electric Company,yes
1465315898,way,37.4104545,-121.1725447,Fink Switching Station,230000,Pacific Gas and Electric Company,transmission
1465393858,way,35.2081296,-114.1029283,Unisource Coyote Breaker Substation,,,
1465393870,way,32.7083933,-113.9680326,Tacna Substation,69000,Wellton-Mohawk Irrigation and Drainage District,distribution
1468138878,way,34.6847822,-120.6038779,Surf Substation,115000,Pacific Gas and Electric Company,distribution
1468141250,way,34.6429083,-120.4546146,Lompoc - Control Center,115000,,yes
1474290842,way,37.2393777,-121.7792913,Humminbird Substation,115000,,transition
1479106626,way,32.6407483,-114.2151006,Wellton-Mohawk #3 Substation,34500;4160,Wellton-Mohawk Irrigation and Drainage District,
1484070421,way,37.6091235,-120.9928555,Crows Landing Substation,,TID,
1485094828,way,33.6909598,-114.5724651,Second Avenue,33000;12000,,
1485094830,way,33.5248433,-114.6559992,Ripley,33000;12000,,
1485094832,way,32.8807863,-114.4734462,Imperial Dam Substation,34500,,
1485094833,way,32.8663184,-114.4901182,Barret Substation,34500,,
1485094834,way,32.7814962,-114.5745317,Bard Substation,34500,,
1485094835,way,32.7791963,-114.6343983,Siphon Drop,34500,,
1485094836,way,33.0273990,-114.9867323,Mesquite,,,
1485094837,way,32.6994119,-115.2832264,Verde Substation,34500,,
1485094838,way,32.7229766,-115.3375586,Verde,,,
1485094839,way,32.9531633,-115.4232712,Alamorio,,,
1485094846,way,34.5661422,-118.0589613,Palmdale,,,
1485094853,way,35.9585659,-120.8635455,Texaco,,,
1485094877,way,38.7960904,-122.7671457,Fumarole,,,
1485094947,way,33.3845762,-117.2369944,Avocado Substation,69000,,
1485094997,way,33.8591337,-118.1856815,Linden,,Southern California Edison,
1485095062,way,34.8805612,-118.9009979,Castaic,,,
1485095178,way,39.5722361,-121.1280785,Yuba Co Water Agency,,,
1485095202,way,38.1381557,-120.3702061,Stanislaus,,,
1485095209,way,37.6465790,-120.7732187,Reinway Substation,69000,Modesto Irrigation District,minor_distribution
1485095210,way,37.5798637,-120.6453437,Hawkins Substation,69000,Turlock Irrigation District,minor_distribution
1485095219,way,37.6824215,-121.0858207,Finney Substation,,Modesto Irrigation District,
1485095249,way,38.8849679,-121.0671935,Flint Substation,115000,Pacific Gas and Electric Company,minor_distribution
1485095257,way,40.3003830,-120.1941989,Amdee,,,
1489036365,way,37.6521582,-121.0012411,Enslen Station,,Modesto Irrigation District,yes
1492309495,way,40.5945569,-124.1352176,Newberg Substation,,Pacific Gas and Electric Company,
1492309642,way,33.9355210,-118.0943125,Floraday,,,
1492309742,way,36.5495990,-120.1113287,Valley Nitrogen,,,
1493622955,way,37.8820813,-121.2904274,French Camp Substation,,Pacific Gas and Electric Company,yes
1493638470,way,37.5870351,-120.9356111,Roeding Substation,,TID,yes
1509131618,way,40.0074283,-121.2507035,Belden Switchyard,230000,Pacific Gas and Electric Company,generation
1527947280,way,39.5836407,-119.0772039,Patua,120000,,
1527996414,way,36.5321389,-119.8816492,Caruthers Substation,,Pacific Gas and Electric Company,
1532581824,way,32.8554562,-114.4823146,Laguna Dredge Substation,69000,,
1532581990,way,32.7518186,-113.8848593,Snyder Distribution Substation,69000,Wellton-Mohawk Irrigation and Drainage District,
